id,asset,year,rep_period,time_block_start,time_block_end,dual_max_input_flows_limit_simple_method
129,BE_Battery,2030,6,9,9,0.0
130,BE_Battery,2030,6,10,10,0.0
131,BE_Battery,2030,6,11,11,0.0
132,BE_Battery,2030,6,12,12,0.0
133,BE_Battery,2030,6,13,13,0.0
134,BE_Battery,2030,6,14,14,0.0
135,BE_Battery,2030,6,15,15,0.0
136,BE_Battery,2030,6,16,16,0.0
137,BE_Battery,2030,6,17,17,0.0
138,BE_Battery,2030,6,18,18,0.0
139,BE_Battery,2030,6,19,19,0.0
140,BE_Battery,2030,6,20,20,0.0
141,BE_Battery,2030,6,21,21,0.0
142,BE_Battery,2030,6,22,22,0.0
143,BE_Battery,2030,6,23,23,0.0
144,BE_Battery,2030,6,24,24,0.0
145,BE_Battery,2030,7,1,1,0.0
146,BE_Battery,2030,7,2,2,0.0
147,BE_Battery,2030,7,3,3,0.0
148,BE_Battery,2030,7,4,4,0.0
149,BE_Battery,2030,7,5,5,0.0
150,BE_Battery,2030,7,6,6,0.0
151,BE_Battery,2030,7,7,7,0.0
152,BE_Battery,2030,7,8,8,0.0
153,BE_Battery,2030,7,9,9,0.0
154,BE_Battery,2030,7,10,10,0.0
155,BE_Battery,2030,7,11,11,0.0
156,BE_Battery,2030,7,12,12,0.0
157,BE_Battery,2030,7,13,13,0.0
158,BE_Battery,2030,7,14,14,0.0
159,BE_Battery,2030,7,15,15,0.0
160,BE_Battery,2030,7,16,16,0.0
161,BE_Battery,2030,7,17,17,0.0
162,BE_Battery,2030,7,18,18,0.0
163,BE_Battery,2030,7,19,19,0.0
164,BE_Battery,2030,7,20,20,0.0
165,BE_Battery,2030,7,21,21,0.0
166,BE_Battery,2030,7,22,22,0.0
167,BE_Battery,2030,7,23,23,0.0
168,BE_Battery,2030,7,24,24,0.0
169,BE_Battery,2030,8,1,1,0.0
170,BE_Battery,2030,8,2,2,0.0
171,BE_Battery,2030,8,3,3,0.0
172,BE_Battery,2030,8,4,4,0.0
173,BE_Battery,2030,8,5,5,0.0
174,BE_Battery,2030,8,6,6,0.0
175,BE_Battery,2030,8,7,7,0.0
176,BE_Battery,2030,8,8,8,0.0
177,BE_Battery,2030,8,9,9,0.0
178,BE_Battery,2030,8,10,10,0.0
179,BE_Battery,2030,8,11,11,0.0
180,BE_Battery,2030,8,12,12,0.0
181,BE_Battery,2030,8,13,13,0.0
182,BE_Battery,2030,8,14,14,0.0
183,BE_Battery,2030,8,15,15,0.0
184,BE_Battery,2030,8,16,16,0.0
185,BE_Battery,2030,8,17,17,0.0
186,BE_Battery,2030,8,18,18,0.0
187,BE_Battery,2030,8,19,19,0.0
188,BE_Battery,2030,8,20,20,0.0
189,BE_Battery,2030,8,21,21,0.0
190,BE_Battery,2030,8,22,22,0.0
191,BE_Battery,2030,8,23,23,0.0
192,BE_Battery,2030,8,24,24,0.0
193,BE_Battery,2030,9,1,1,0.0
194,BE_Battery,2030,9,2,2,0.0
195,BE_Battery,2030,9,3,3,0.0
196,BE_Battery,2030,9,4,4,0.0
197,BE_Battery,2030,9,5,5,0.0
198,BE_Battery,2030,9,6,6,0.0
199,BE_Battery,2030,9,7,7,0.0
200,BE_Battery,2030,9,8,8,0.0
201,BE_Battery,2030,9,9,9,0.0
202,BE_Battery,2030,9,10,10,0.0
203,BE_Battery,2030,9,11,11,-0.20449999999999768
204,BE_Battery,2030,9,12,12,0.0
205,BE_Battery,2030,9,13,13,0.0
206,BE_Battery,2030,9,14,14,0.0
207,BE_Battery,2030,9,15,15,0.0
208,BE_Battery,2030,9,16,16,0.0
209,BE_Battery,2030,9,17,17,0.0
210,BE_Battery,2030,9,18,18,0.0
211,BE_Battery,2030,9,19,19,0.0
212,BE_Battery,2030,9,20,20,0.0
213,BE_Battery,2030,9,21,21,0.0
214,BE_Battery,2030,9,22,22,0.0
215,BE_Battery,2030,9,23,23,0.0
216,BE_Battery,2030,9,24,24,0.0
217,BE_Battery,2030,10,1,1,0.0
218,BE_Battery,2030,10,2,2,0.0
219,BE_Battery,2030,10,3,3,0.0
220,BE_Battery,2030,10,4,4,0.0
221,BE_Battery,2030,10,5,5,0.0
222,BE_Battery,2030,10,6,6,0.0
223,BE_Battery,2030,10,7,7,0.0
224,BE_Battery,2030,10,8,8,0.0
225,BE_Battery,2030,10,9,9,0.0
226,BE_Battery,2030,10,10,10,0.0
227,BE_Battery,2030,10,11,11,0.0
228,BE_Battery,2030,10,12,12,0.0
229,BE_Battery,2030,10,13,13,0.0
230,BE_Battery,2030,10,14,14,0.0
231,BE_Battery,2030,10,15,15,0.0
232,BE_Battery,2030,10,16,16,0.0
233,BE_Battery,2030,10,17,17,0.0
234,BE_Battery,2030,10,18,18,0.0
235,BE_Battery,2030,10,19,19,0.0
236,BE_Battery,2030,10,20,20,0.0
237,BE_Battery,2030,10,21,21,0.0
238,BE_Battery,2030,10,22,22,0.0
239,BE_Battery,2030,10,23,23,0.0
240,BE_Battery,2030,10,24,24,0.0
241,CH_Battery,2030,1,1,1,0.0
242,CH_Battery,2030,1,2,2,0.0
243,CH_Battery,2030,1,3,3,0.0
244,CH_Battery,2030,1,4,4,0.0
245,CH_Battery,2030,1,5,5,0.0
246,CH_Battery,2030,1,6,6,0.0
247,CH_Battery,2030,1,7,7,0.0
248,CH_Battery,2030,1,8,8,0.0
249,CH_Battery,2030,1,9,9,0.0
250,CH_Battery,2030,1,10,10,0.0
251,CH_Battery,2030,1,11,11,0.0
252,CH_Battery,2030,1,12,12,0.0
253,CH_Battery,2030,1,13,13,0.0
254,CH_Battery,2030,1,14,14,0.0
255,CH_Battery,2030,1,15,15,0.0
256,CH_Battery,2030,1,16,16,0.0
257,CH_Battery,2030,1,17,17,0.0
258,CH_Battery,2030,1,18,18,0.0
259,CH_Battery,2030,1,19,19,0.0
260,CH_Battery,2030,1,20,20,0.0
261,CH_Battery,2030,1,21,21,0.0
262,CH_Battery,2030,1,22,22,0.0
263,CH_Battery,2030,1,23,23,0.0
264,CH_Battery,2030,1,24,24,0.0
265,CH_Battery,2030,2,1,1,0.0
266,CH_Battery,2030,2,2,2,0.0
267,CH_Battery,2030,2,3,3,0.0
268,CH_Battery,2030,2,4,4,0.0
269,CH_Battery,2030,2,5,5,0.0
270,CH_Battery,2030,2,6,6,0.0
271,CH_Battery,2030,2,7,7,0.0
272,CH_Battery,2030,2,8,8,0.0
273,CH_Battery,2030,2,9,9,0.0
274,CH_Battery,2030,2,10,10,0.0
275,CH_Battery,2030,2,11,11,0.0
276,CH_Battery,2030,2,12,12,0.0
277,CH_Battery,2030,2,13,13,0.0
278,CH_Battery,2030,2,14,14,0.0
279,CH_Battery,2030,2,15,15,0.0
280,CH_Battery,2030,2,16,16,0.0
281,CH_Battery,2030,2,17,17,0.0
282,CH_Battery,2030,2,18,18,0.0
283,CH_Battery,2030,2,19,19,0.0
284,CH_Battery,2030,2,20,20,0.0
285,CH_Battery,2030,2,21,21,0.0
286,CH_Battery,2030,2,22,22,0.0
287,CH_Battery,2030,2,23,23,0.0
288,CH_Battery,2030,2,24,24,0.0
289,CH_Battery,2030,3,1,1,0.0
290,CH_Battery,2030,3,2,2,0.0
291,CH_Battery,2030,3,3,3,0.0
292,CH_Battery,2030,3,4,4,0.0
293,CH_Battery,2030,3,5,5,0.0
294,CH_Battery,2030,3,6,6,0.0
295,CH_Battery,2030,3,7,7,0.0
296,CH_Battery,2030,3,8,8,0.0
297,CH_Battery,2030,3,9,9,0.0
298,CH_Battery,2030,3,10,10,0.0
299,CH_Battery,2030,3,11,11,0.0
300,CH_Battery,2030,3,12,12,0.0
301,CH_Battery,2030,3,13,13,0.0
302,CH_Battery,2030,3,14,14,0.0
303,CH_Battery,2030,3,15,15,0.0
304,CH_Battery,2030,3,16,16,0.0
305,CH_Battery,2030,3,17,17,0.0
306,CH_Battery,2030,3,18,18,0.0
307,CH_Battery,2030,3,19,19,0.0
308,CH_Battery,2030,3,20,20,0.0
309,CH_Battery,2030,3,21,21,0.0
310,CH_Battery,2030,3,22,22,0.0
311,CH_Battery,2030,3,23,23,0.0
312,CH_Battery,2030,3,24,24,0.0
313,CH_Battery,2030,4,1,1,0.0
314,CH_Battery,2030,4,2,2,0.0
315,CH_Battery,2030,4,3,3,0.0
316,CH_Battery,2030,4,4,4,0.0
317,CH_Battery,2030,4,5,5,0.0
318,CH_Battery,2030,4,6,6,0.0
319,CH_Battery,2030,4,7,7,0.0
320,CH_Battery,2030,4,8,8,0.0
321,CH_Battery,2030,4,9,9,0.0
322,CH_Battery,2030,4,10,10,0.0
323,CH_Battery,2030,4,11,11,0.0
324,CH_Battery,2030,4,12,12,0.0
325,CH_Battery,2030,4,13,13,0.0
326,CH_Battery,2030,4,14,14,0.0
327,CH_Battery,2030,4,15,15,0.0
328,CH_Battery,2030,4,16,16,0.0
329,CH_Battery,2030,4,17,17,0.0
330,CH_Battery,2030,4,18,18,0.0
331,CH_Battery,2030,4,19,19,0.0
332,CH_Battery,2030,4,20,20,0.0
333,CH_Battery,2030,4,21,21,0.0
334,CH_Battery,2030,4,22,22,0.0
335,CH_Battery,2030,4,23,23,0.0
336,CH_Battery,2030,4,24,24,0.0
337,CH_Battery,2030,5,1,1,0.0
338,CH_Battery,2030,5,2,2,0.0
339,CH_Battery,2030,5,3,3,0.0
340,CH_Battery,2030,5,4,4,0.0
341,CH_Battery,2030,5,5,5,0.0
342,CH_Battery,2030,5,6,6,0.0
343,CH_Battery,2030,5,7,7,0.0
344,CH_Battery,2030,5,8,8,0.0
345,CH_Battery,2030,5,9,9,0.0
346,CH_Battery,2030,5,10,10,0.0
347,CH_Battery,2030,5,11,11,0.0
348,CH_Battery,2030,5,12,12,0.0
349,CH_Battery,2030,5,13,13,0.0
350,CH_Battery,2030,5,14,14,0.0
351,CH_Battery,2030,5,15,15,0.0
352,CH_Battery,2030,5,16,16,0.0
353,CH_Battery,2030,5,17,17,0.0
354,CH_Battery,2030,5,18,18,0.0
355,CH_Battery,2030,5,19,19,0.0
356,CH_Battery,2030,5,20,20,0.0
357,CH_Battery,2030,5,21,21,0.0
358,CH_Battery,2030,5,22,22,0.0
359,CH_Battery,2030,5,23,23,0.0
360,CH_Battery,2030,5,24,24,0.0
361,CH_Battery,2030,6,1,1,0.0
362,CH_Battery,2030,6,2,2,0.0
363,CH_Battery,2030,6,3,3,0.0
364,CH_Battery,2030,6,4,4,0.0
365,CH_Battery,2030,6,5,5,0.0
366,CH_Battery,2030,6,6,6,0.0
367,CH_Battery,2030,6,7,7,0.0
368,CH_Battery,2030,6,8,8,0.0
369,CH_Battery,2030,6,9,9,0.0
370,CH_Battery,2030,6,10,10,0.0
371,CH_Battery,2030,6,11,11,0.0
372,CH_Battery,2030,6,12,12,0.0
373,CH_Battery,2030,6,13,13,0.0
374,CH_Battery,2030,6,14,14,0.0
375,CH_Battery,2030,6,15,15,0.0
376,CH_Battery,2030,6,16,16,0.0
377,CH_Battery,2030,6,17,17,0.0
378,CH_Battery,2030,6,18,18,0.0
379,CH_Battery,2030,6,19,19,0.0
380,CH_Battery,2030,6,20,20,0.0
381,CH_Battery,2030,6,21,21,0.0
382,CH_Battery,2030,6,22,22,0.0
383,CH_Battery,2030,6,23,23,0.0
384,CH_Battery,2030,6,24,24,0.0
385,CH_Battery,2030,7,1,1,0.0
386,CH_Battery,2030,7,2,2,0.0
387,CH_Battery,2030,7,3,3,0.0
388,CH_Battery,2030,7,4,4,0.0
389,CH_Battery,2030,7,5,5,0.0
390,CH_Battery,2030,7,6,6,0.0
391,CH_Battery,2030,7,7,7,0.0
392,CH_Battery,2030,7,8,8,0.0
393,CH_Battery,2030,7,9,9,0.0
394,CH_Battery,2030,7,10,10,0.0
395,CH_Battery,2030,7,11,11,0.0
396,CH_Battery,2030,7,12,12,0.0
397,CH_Battery,2030,7,13,13,0.0
398,CH_Battery,2030,7,14,14,0.0
399,CH_Battery,2030,7,15,15,0.0
400,CH_Battery,2030,7,16,16,0.0
401,CH_Battery,2030,7,17,17,0.0
402,CH_Battery,2030,7,18,18,0.0
403,CH_Battery,2030,7,19,19,0.0
404,CH_Battery,2030,7,20,20,0.0
405,CH_Battery,2030,7,21,21,0.0
406,CH_Battery,2030,7,22,22,0.0
407,CH_Battery,2030,7,23,23,0.0
408,CH_Battery,2030,7,24,24,0.0
409,CH_Battery,2030,8,1,1,0.0
410,CH_Battery,2030,8,2,2,0.0
411,CH_Battery,2030,8,3,3,0.0
412,CH_Battery,2030,8,4,4,0.0
413,CH_Battery,2030,8,5,5,0.0
414,CH_Battery,2030,8,6,6,0.0
415,CH_Battery,2030,8,7,7,0.0
416,CH_Battery,2030,8,8,8,0.0
417,CH_Battery,2030,8,9,9,0.0
418,CH_Battery,2030,8,10,10,0.0
419,CH_Battery,2030,8,11,11,0.0
420,CH_Battery,2030,8,12,12,0.0
421,CH_Battery,2030,8,13,13,0.0
422,CH_Battery,2030,8,14,14,0.0
423,CH_Battery,2030,8,15,15,0.0
424,CH_Battery,2030,8,16,16,0.0
425,CH_Battery,2030,8,17,17,0.0
426,CH_Battery,2030,8,18,18,0.0
427,CH_Battery,2030,8,19,19,0.0
428,CH_Battery,2030,8,20,20,0.0
429,CH_Battery,2030,8,21,21,0.0
430,CH_Battery,2030,8,22,22,0.0
431,CH_Battery,2030,8,23,23,0.0
432,CH_Battery,2030,8,24,24,0.0
433,CH_Battery,2030,9,1,1,0.0
434,CH_Battery,2030,9,2,2,0.0
435,CH_Battery,2030,9,3,3,0.0
436,CH_Battery,2030,9,4,4,0.0
437,CH_Battery,2030,9,5,5,0.0
438,CH_Battery,2030,9,6,6,0.0
439,CH_Battery,2030,9,7,7,0.0
440,CH_Battery,2030,9,8,8,0.0
441,CH_Battery,2030,9,9,9,0.0
442,CH_Battery,2030,9,10,10,0.0
443,CH_Battery,2030,9,11,11,0.0
444,CH_Battery,2030,9,12,12,0.0
445,CH_Battery,2030,9,13,13,0.0
446,CH_Battery,2030,9,14,14,0.0
447,CH_Battery,2030,9,15,15,0.0
448,CH_Battery,2030,9,16,16,0.0
449,CH_Battery,2030,9,17,17,0.0
450,CH_Battery,2030,9,18,18,0.0
451,CH_Battery,2030,9,19,19,0.0
452,CH_Battery,2030,9,20,20,0.0
453,CH_Battery,2030,9,21,21,0.0
454,CH_Battery,2030,9,22,22,0.0
455,CH_Battery,2030,9,23,23,0.0
456,CH_Battery,2030,9,24,24,0.0
457,CH_Battery,2030,10,1,1,0.0
458,CH_Battery,2030,10,2,2,0.0
459,CH_Battery,2030,10,3,3,0.0
460,CH_Battery,2030,10,4,4,0.0
461,CH_Battery,2030,10,5,5,0.0
462,CH_Battery,2030,10,6,6,0.0
463,CH_Battery,2030,10,7,7,0.0
464,CH_Battery,2030,10,8,8,0.0
465,CH_Battery,2030,10,9,9,0.0
466,CH_Battery,2030,10,10,10,0.0
467,CH_Battery,2030,10,11,11,0.0
468,CH_Battery,2030,10,12,12,0.0
469,CH_Battery,2030,10,13,13,0.0
470,CH_Battery,2030,10,14,14,0.0
471,CH_Battery,2030,10,15,15,0.0
472,CH_Battery,2030,10,16,16,0.0
473,CH_Battery,2030,10,17,17,0.0
474,CH_Battery,2030,10,18,18,0.0
475,CH_Battery,2030,10,19,19,0.0
476,CH_Battery,2030,10,20,20,0.0
477,CH_Battery,2030,10,21,21,0.0
478,CH_Battery,2030,10,22,22,0.0
479,CH_Battery,2030,10,23,23,0.0
480,CH_Battery,2030,10,24,24,0.0
481,DE_Battery,2030,1,1,1,0.0
482,DE_Battery,2030,1,2,2,0.0
483,DE_Battery,2030,1,3,3,0.0
484,DE_Battery,2030,1,4,4,0.0
485,DE_Battery,2030,1,5,5,0.0
486,DE_Battery,2030,1,6,6,0.0
487,DE_Battery,2030,1,7,7,0.0
488,DE_Battery,2030,1,8,8,0.0
489,DE_Battery,2030,1,9,9,0.0
490,DE_Battery,2030,1,10,10,0.0
491,DE_Battery,2030,1,11,11,0.0
492,DE_Battery,2030,1,12,12,0.0
493,DE_Battery,2030,1,13,13,0.0
494,DE_Battery,2030,1,14,14,0.0
495,DE_Battery,2030,1,15,15,0.0
496,DE_Battery,2030,1,16,16,0.0
497,DE_Battery,2030,1,17,17,0.0
498,DE_Battery,2030,1,18,18,0.0
499,DE_Battery,2030,1,19,19,0.0
500,DE_Battery,2030,1,20,20,0.0
501,DE_Battery,2030,1,21,21,0.0
502,DE_Battery,2030,1,22,22,0.0
503,DE_Battery,2030,1,23,23,0.0
504,DE_Battery,2030,1,24,24,0.0
505,DE_Battery,2030,2,1,1,-4.440892098500626e-16
506,DE_Battery,2030,2,2,2,0.0
507,DE_Battery,2030,2,3,3,0.0
508,DE_Battery,2030,2,4,4,0.0
509,DE_Battery,2030,2,5,5,0.0
510,DE_Battery,2030,2,6,6,0.0
511,DE_Battery,2030,2,7,7,0.0
512,DE_Battery,2030,2,8,8,0.0
513,DE_Battery,2030,2,9,9,0.0
514,DE_Battery,2030,2,10,10,0.0
515,DE_Battery,2030,2,11,11,0.0
516,DE_Battery,2030,2,12,12,0.0
517,DE_Battery,2030,2,13,13,0.0
518,DE_Battery,2030,2,14,14,0.0
519,DE_Battery,2030,2,15,15,0.0
520,DE_Battery,2030,2,16,16,0.0
521,DE_Battery,2030,2,17,17,0.0
522,DE_Battery,2030,2,18,18,0.0
523,DE_Battery,2030,2,19,19,0.0
524,DE_Battery,2030,2,20,20,0.0
525,DE_Battery,2030,2,21,21,0.0
526,DE_Battery,2030,2,22,22,0.0
527,DE_Battery,2030,2,23,23,0.0
528,DE_Battery,2030,2,24,24,0.0
529,DE_Battery,2030,3,1,1,0.0
530,DE_Battery,2030,3,2,2,0.0
531,DE_Battery,2030,3,3,3,0.0
532,DE_Battery,2030,3,4,4,0.0
533,DE_Battery,2030,3,5,5,0.0
534,DE_Battery,2030,3,6,6,0.0
535,DE_Battery,2030,3,7,7,0.0
536,DE_Battery,2030,3,8,8,0.0
537,DE_Battery,2030,3,9,9,0.0
538,DE_Battery,2030,3,10,10,0.0
539,DE_Battery,2030,3,11,11,0.0
540,DE_Battery,2030,3,12,12,0.0
541,DE_Battery,2030,3,13,13,0.0
542,DE_Battery,2030,3,14,14,0.0
543,DE_Battery,2030,3,15,15,0.0
544,DE_Battery,2030,3,16,16,0.0
545,DE_Battery,2030,3,17,17,0.0
546,DE_Battery,2030,3,18,18,0.0
547,DE_Battery,2030,3,19,19,0.0
548,DE_Battery,2030,3,20,20,0.0
549,DE_Battery,2030,3,21,21,0.0
550,DE_Battery,2030,3,22,22,0.0
551,DE_Battery,2030,3,23,23,0.0
552,DE_Battery,2030,3,24,24,0.0
553,DE_Battery,2030,4,1,1,0.0
554,DE_Battery,2030,4,2,2,0.0
555,DE_Battery,2030,4,3,3,0.0
556,DE_Battery,2030,4,4,4,0.0
557,DE_Battery,2030,4,5,5,0.0
558,DE_Battery,2030,4,6,6,0.0
559,DE_Battery,2030,4,7,7,0.0
560,DE_Battery,2030,4,8,8,0.0
561,DE_Battery,2030,4,9,9,0.0
562,DE_Battery,2030,4,10,10,0.0
563,DE_Battery,2030,4,11,11,0.0
564,DE_Battery,2030,4,12,12,0.0
565,DE_Battery,2030,4,13,13,0.0
566,DE_Battery,2030,4,14,14,0.0
567,DE_Battery,2030,4,15,15,0.0
568,DE_Battery,2030,4,16,16,0.0
569,DE_Battery,2030,4,17,17,0.0
570,DE_Battery,2030,4,18,18,0.0
571,DE_Battery,2030,4,19,19,0.0
572,DE_Battery,2030,4,20,20,0.0
573,DE_Battery,2030,4,21,21,0.0
574,DE_Battery,2030,4,22,22,0.0
575,DE_Battery,2030,4,23,23,0.0
576,DE_Battery,2030,4,24,24,0.0
577,DE_Battery,2030,5,1,1,0.0
578,DE_Battery,2030,5,2,2,0.0
579,DE_Battery,2030,5,3,3,0.0
580,DE_Battery,2030,5,4,4,0.0
581,DE_Battery,2030,5,5,5,0.0
582,DE_Battery,2030,5,6,6,0.0
583,DE_Battery,2030,5,7,7,0.0
584,DE_Battery,2030,5,8,8,0.0
585,DE_Battery,2030,5,9,9,0.0
586,DE_Battery,2030,5,10,10,0.0
587,DE_Battery,2030,5,11,11,0.0
588,DE_Battery,2030,5,12,12,0.0
589,DE_Battery,2030,5,13,13,0.0
590,DE_Battery,2030,5,14,14,0.0
591,DE_Battery,2030,5,15,15,0.0
592,DE_Battery,2030,5,16,16,0.0
593,DE_Battery,2030,5,17,17,0.0
594,DE_Battery,2030,5,18,18,0.0
595,DE_Battery,2030,5,19,19,0.0
596,DE_Battery,2030,5,20,20,0.0
597,DE_Battery,2030,5,21,21,0.0
598,DE_Battery,2030,5,22,22,0.0
599,DE_Battery,2030,5,23,23,0.0
600,DE_Battery,2030,5,24,24,0.0
601,DE_Battery,2030,6,1,1,0.0
602,DE_Battery,2030,6,2,2,0.0
603,DE_Battery,2030,6,3,3,0.0
604,DE_Battery,2030,6,4,4,0.0
605,DE_Battery,2030,6,5,5,0.0
606,DE_Battery,2030,6,6,6,0.0
607,DE_Battery,2030,6,7,7,0.0
608,DE_Battery,2030,6,8,8,0.0
609,DE_Battery,2030,6,9,9,0.0
610,DE_Battery,2030,6,10,10,0.0
611,DE_Battery,2030,6,11,11,0.0
612,DE_Battery,2030,6,12,12,0.0
613,DE_Battery,2030,6,13,13,0.0
614,DE_Battery,2030,6,14,14,0.0
615,DE_Battery,2030,6,15,15,0.0
616,DE_Battery,2030,6,16,16,0.0
617,DE_Battery,2030,6,17,17,0.0
618,DE_Battery,2030,6,18,18,0.0
619,DE_Battery,2030,6,19,19,0.0
620,DE_Battery,2030,6,20,20,0.0
621,DE_Battery,2030,6,21,21,0.0
622,DE_Battery,2030,6,22,22,0.0
623,DE_Battery,2030,6,23,23,0.0
624,DE_Battery,2030,6,24,24,0.0
625,DE_Battery,2030,7,1,1,0.0
626,DE_Battery,2030,7,2,2,0.0
627,DE_Battery,2030,7,3,3,0.0
628,DE_Battery,2030,7,4,4,0.0
629,DE_Battery,2030,7,5,5,0.0
630,DE_Battery,2030,7,6,6,0.0
631,DE_Battery,2030,7,7,7,0.0
