id,asset,milestone_year,investment_integer_storage_energy,capacity_storage_energy,investment_limit_storage_energy,solution
1,NL_Battery,2030,false,10.0,,0.0
2,BE_Battery,2030,false,10.0,,0.0
3,DE_Battery,2030,false,10.0,,0.36100628176645844
4,FR_Battery,2030,false,10.0,,0.0
5,LU_Battery,2030,false,10.0,,0.0
6,CH_Battery,2030,false,10.0,,289.08330059703184
7,UK_Battery,2030,false,10.0,,0.0
