id,asset,year,rep_period,time_block_start,time_block_end,dual_balance_hub
291,LU_Balance,2030,9,9,12,0.34400000000000003
292,LU_Balance,2030,9,13,16,0.34400000000000003
293,LU_Balance,2030,9,17,20,0.34400000000000003
294,LU_Balance,2030,9,21,24,0.34400000000000003
295,LU_Balance,2030,10,1,4,3.2568
296,LU_Balance,2030,10,5,8,9.383999999999999
297,LU_Balance,2030,10,9,12,9.383999999999999
298,LU_Balance,2030,10,13,16,3.2568
299,LU_Balance,2030,10,17,20,9.383999999999999
300,LU_Balance,2030,10,21,24,3.2568
301,NL_Balance,2030,1,1,4,0.424
302,NL_Balance,2030,1,5,8,3.7524
303,NL_Balance,2030,1,9,12,6.996
304,NL_Balance,2030,1,13,16,3.7524
305,NL_Balance,2030,1,17,20,3.7524
306,NL_Balance,2030,1,21,24,3.7524
307,NL_Balance,2030,2,1,4,0.264
308,NL_Balance,2030,2,5,8,0.264
309,NL_Balance,2030,2,9,12,2.3364000000000003
310,NL_Balance,2030,2,13,16,4.356
311,NL_Balance,2030,2,17,20,4.356
312,NL_Balance,2030,2,21,24,0.264
313,NL_Balance,2030,3,1,4,0.232
314,NL_Balance,2030,3,5,8,0.232
315,NL_Balance,2030,3,9,12,0.232
316,NL_Balance,2030,3,13,16,0.232
317,NL_Balance,2030,3,17,20,0.232
318,NL_Balance,2030,3,21,24,0.232
319,NL_Balance,2030,4,1,4,0.184
320,NL_Balance,2030,4,5,8,1.6284
321,NL_Balance,2030,4,9,12,1.6284
322,NL_Balance,2030,4,13,16,1.6284
323,NL_Balance,2030,4,17,20,1.6284
324,NL_Balance,2030,4,21,24,0.184
325,NL_Balance,2030,5,1,4,0.41600000000000004
326,NL_Balance,2030,5,5,8,0.41600000000000004
327,NL_Balance,2030,5,9,12,0.41600000000000004
328,NL_Balance,2030,5,13,16,0.41600000000000004
329,NL_Balance,2030,5,17,20,0.41600000000000004
330,NL_Balance,2030,5,21,24,0.41600000000000004
331,NL_Balance,2030,6,1,4,1.2744
332,NL_Balance,2030,6,5,8,1.2744
333,NL_Balance,2030,6,9,12,2.3760000000000003
334,NL_Balance,2030,6,13,16,0.14400000000000002
335,NL_Balance,2030,6,17,20,1.2744
336,NL_Balance,2030,6,21,24,1.2744
337,NL_Balance,2030,7,1,4,2.6196
338,NL_Balance,2030,7,5,8,4.884
339,NL_Balance,2030,7,9,12,7.547999999999999
340,NL_Balance,2030,7,13,16,4.884
341,NL_Balance,2030,7,17,20,7.547999999999999
342,NL_Balance,2030,7,21,24,4.884
343,NL_Balance,2030,8,1,4,0.248
344,NL_Balance,2030,8,5,8,0.248
345,NL_Balance,2030,8,9,12,0.248
346,NL_Balance,2030,8,13,16,0.248
347,NL_Balance,2030,8,17,20,0.248
348,NL_Balance,2030,8,21,24,0.248
349,NL_Balance,2030,9,1,4,0.34400000000000003
350,NL_Balance,2030,9,5,8,0.34400000000000003
351,NL_Balance,2030,9,9,12,0.34400000000000003
352,NL_Balance,2030,9,13,16,0.34400000000000003
353,NL_Balance,2030,9,17,20,5.676
354,NL_Balance,2030,9,21,24,0.34400000000000003
355,NL_Balance,2030,10,1,4,6.072
356,NL_Balance,2030,10,5,8,6.072
357,NL_Balance,2030,10,9,12,9.383999999999999
358,NL_Balance,2030,10,13,16,9.383999999999999
359,NL_Balance,2030,10,17,20,9.383999999999999
360,NL_Balance,2030,10,21,24,3.2568
361,UK_Balance,2030,1,1,4,0.424
362,UK_Balance,2030,1,5,8,0.424
363,UK_Balance,2030,1,9,12,6.996
364,UK_Balance,2030,1,13,16,3.7524
365,UK_Balance,2030,1,17,20,3.7524
366,UK_Balance,2030,1,21,24,0.424
367,UK_Balance,2030,2,1,4,0.264
368,UK_Balance,2030,2,5,8,0.264
369,UK_Balance,2030,2,9,12,4.356
370,UK_Balance,2030,2,13,16,4.356
371,UK_Balance,2030,2,17,20,4.356
372,UK_Balance,2030,2,21,24,0.264
373,UK_Balance,2030,3,1,4,0.232
374,UK_Balance,2030,3,5,8,0.232
375,UK_Balance,2030,3,9,12,0.232
376,UK_Balance,2030,3,13,16,0.232
377,UK_Balance,2030,3,17,20,0.232
378,UK_Balance,2030,3,21,24,0.232
379,UK_Balance,2030,4,1,4,0.184
380,UK_Balance,2030,4,5,8,0.184
381,UK_Balance,2030,4,9,12,0.184
382,UK_Balance,2030,4,13,16,0.184
383,UK_Balance,2030,4,17,20,0.184
384,UK_Balance,2030,4,21,24,0.184
385,UK_Balance,2030,5,1,4,0.41600000000000004
386,UK_Balance,2030,5,5,8,0.41600000000000004
387,UK_Balance,2030,5,9,12,0.41600000000000004
388,UK_Balance,2030,5,13,16,0.41600000000000004
389,UK_Balance,2030,5,17,20,0.41600000000000004
390,UK_Balance,2030,5,21,24,0.41600000000000004
391,UK_Balance,2030,6,1,4,0.14400000000000002
392,UK_Balance,2030,6,5,8,0.14400000000000002
393,UK_Balance,2030,6,9,12,2.3760000000000003
394,UK_Balance,2030,6,13,16,0.14400000000000002
395,UK_Balance,2030,6,17,20,0.14400000000000002
396,UK_Balance,2030,6,21,24,0.14400000000000002
397,UK_Balance,2030,7,1,4,0.296
398,UK_Balance,2030,7,5,8,2.6196
399,UK_Balance,2030,7,9,12,7.547999999999999
400,UK_Balance,2030,7,13,16,7.547999999999999
401,UK_Balance,2030,7,17,20,7.547999999999999
402,UK_Balance,2030,7,21,24,4.884
403,UK_Balance,2030,8,1,4,0.248
404,UK_Balance,2030,8,5,8,0.248
405,UK_Balance,2030,8,9,12,0.248
406,UK_Balance,2030,8,13,16,0.248
407,UK_Balance,2030,8,17,20,0.248
408,UK_Balance,2030,8,21,24,0.248
409,UK_Balance,2030,9,1,4,0.34400000000000003
410,UK_Balance,2030,9,5,8,0.34400000000000003
411,UK_Balance,2030,9,9,12,0.34400000000000003
412,UK_Balance,2030,9,13,16,0.34400000000000003
413,UK_Balance,2030,9,17,20,0.34400000000000003
414,UK_Balance,2030,9,21,24,0.34400000000000003
415,UK_Balance,2030,10,1,4,0.368
416,UK_Balance,2030,10,5,8,3.2568
417,UK_Balance,2030,10,9,12,9.383999999999999
418,UK_Balance,2030,10,13,16,6.072
419,UK_Balance,2030,10,17,20,9.383999999999999
420,UK_Balance,2030,10,21,24,3.2568
