id,asset,year,rep_period,time_block_start,time_block_end,dual_min_output_flow_with_unit_commitment
395,FR_CCGT,2030,6,17,20,0.0
396,FR_CCGT,2030,6,21,24,0.0
397,FR_CCGT,2030,7,1,4,0.0
398,FR_CCGT,2030,7,5,8,0.0
399,FR_CCGT,2030,7,9,12,0.0
400,FR_CCGT,2030,7,13,16,0.0
401,FR_CCGT,2030,7,17,20,0.0
402,FR_CCGT,2030,7,21,24,0.0
403,FR_CCGT,2030,8,1,4,0.0
404,FR_CCGT,2030,8,5,8,0.0
405,FR_CCGT,2030,8,9,12,0.0
406,FR_CCGT,2030,8,13,16,0.0
407,FR_CCGT,2030,8,17,20,0.0
408,FR_CCGT,2030,8,21,24,0.0
409,FR_CCGT,2030,9,1,4,0.0
410,FR_CCGT,2030,9,5,8,0.0
411,FR_CCGT,2030,9,9,12,0.0
412,FR_CCGT,2030,9,13,16,0.0
413,FR_CCGT,2030,9,17,20,0.0
414,FR_CCGT,2030,9,21,24,0.0
415,FR_CCGT,2030,10,1,4,0.0
416,FR_CCGT,2030,10,5,8,0.0
417,FR_CCGT,2030,10,9,12,0.0
418,FR_CCGT,2030,10,13,16,0.0
419,FR_CCGT,2030,10,17,20,0.0
420,FR_CCGT,2030,10,21,24,0.0
421,FR_OCGT,2030,1,1,4,0.0
422,FR_OCGT,2030,1,5,8,0.0
423,FR_OCGT,2030,1,9,12,0.0
424,FR_OCGT,2030,1,13,16,0.0
425,FR_OCGT,2030,1,17,20,0.0
426,FR_OCGT,2030,1,21,24,0.0
427,FR_OCGT,2030,2,1,4,0.0
428,FR_OCGT,2030,2,5,8,0.0
429,FR_OCGT,2030,2,9,12,0.0
430,FR_OCGT,2030,2,13,16,0.0
431,FR_OCGT,2030,2,17,20,0.0
432,FR_OCGT,2030,2,21,24,0.0
433,FR_OCGT,2030,3,1,4,0.0
434,FR_OCGT,2030,3,5,8,0.0
435,FR_OCGT,2030,3,9,12,0.0
436,FR_OCGT,2030,3,13,16,0.0
437,FR_OCGT,2030,3,17,20,0.0
438,FR_OCGT,2030,3,21,24,0.0
439,FR_OCGT,2030,4,1,4,0.0
440,FR_OCGT,2030,4,5,8,0.0
441,FR_OCGT,2030,4,9,12,0.0
442,FR_OCGT,2030,4,13,16,0.0
443,FR_OCGT,2030,4,17,20,0.0
444,FR_OCGT,2030,4,21,24,0.0
445,FR_OCGT,2030,5,1,4,0.0
446,FR_OCGT,2030,5,5,8,0.0
447,FR_OCGT,2030,5,9,12,0.0
448,FR_OCGT,2030,5,13,16,0.0
449,FR_OCGT,2030,5,17,20,0.0
450,FR_OCGT,2030,5,21,24,0.0
451,FR_OCGT,2030,6,1,4,0.0
452,FR_OCGT,2030,6,5,8,0.0
453,FR_OCGT,2030,6,9,12,0.0
454,FR_OCGT,2030,6,13,16,0.0
455,FR_OCGT,2030,6,17,20,0.0
456,FR_OCGT,2030,6,21,24,0.0
