id,asset,milestone_year,investment_integer_storage_energy,capacity_storage_energy,investment_limit_storage_energy,solution
1,NL_Battery,2030,false,10.0,,1.0663393017439375
2,BE_Battery,2030,false,10.0,,397.73183064865316
3,DE_Battery,2030,false,10.0,,2730.0255301142133
4,FR_Battery,2030,false,10.0,,1.910795482652611
5,LU_Battery,2030,false,10.0,,0.0
6,CH_Battery,2030,false,10.0,,534.7547365314971
7,UK_Battery,2030,false,10.0,,0.8319572747272105
