id,asset,year,rep_period,time_block_start,time_block_end,dual_su_sd_eq_units_on_diff
606,NL_Coal,2030,1,21,24,0.0
607,NL_Coal,2030,2,1,4,0.0
608,NL_Coal,2030,2,5,8,0.0
609,NL_Coal,2030,2,9,12,0.0
610,NL_Coal,2030,2,13,16,0.0
611,NL_Coal,2030,2,17,20,0.0
612,NL_Coal,2030,2,21,24,0.0
613,NL_Coal,2030,3,1,4,0.0
614,NL_Coal,2030,3,5,8,0.0
615,NL_Coal,2030,3,9,12,0.0
616,NL_Coal,2030,3,13,16,0.0
617,NL_Coal,2030,3,17,20,0.0
618,NL_Coal,2030,3,21,24,0.0
619,NL_Coal,2030,4,1,4,0.0
620,NL_Coal,2030,4,5,8,0.0
621,NL_Coal,2030,4,9,12,0.0
622,NL_Coal,2030,4,13,16,0.0
623,NL_Coal,2030,4,17,20,0.0
624,NL_Coal,2030,4,21,24,0.0
625,NL_Coal,2030,5,1,4,0.0
626,NL_Coal,2030,5,5,8,0.0
627,NL_Coal,2030,5,9,12,0.0
628,NL_Coal,2030,5,13,16,0.0
629,NL_Coal,2030,5,17,20,0.0
630,NL_Coal,2030,5,21,24,0.0
631,NL_Coal,2030,6,1,4,0.0
632,NL_Coal,2030,6,5,8,0.0
633,NL_Coal,2030,6,9,12,0.0
634,NL_Coal,2030,6,13,16,0.0
635,NL_Coal,2030,6,17,20,0.0
636,NL_Coal,2030,6,21,24,0.0
637,NL_Coal,2030,7,1,4,0.0
638,NL_Coal,2030,7,5,8,0.0
639,NL_Coal,2030,7,9,12,0.0
640,NL_Coal,2030,7,13,16,0.0
641,NL_Coal,2030,7,17,20,0.0
642,NL_Coal,2030,7,21,24,0.0
643,NL_Coal,2030,8,1,4,0.0
644,NL_Coal,2030,8,5,8,0.0
645,NL_Coal,2030,8,9,12,0.0
646,NL_Coal,2030,8,13,16,0.0
647,NL_Coal,2030,8,17,20,0.0
648,NL_Coal,2030,8,21,24,0.0
649,NL_Coal,2030,9,1,4,0.0
650,NL_Coal,2030,9,5,8,0.0
651,NL_Coal,2030,9,9,12,0.0
652,NL_Coal,2030,9,13,16,0.0
653,NL_Coal,2030,9,17,20,0.0
654,NL_Coal,2030,9,21,24,0.0
655,NL_Coal,2030,10,1,4,0.0
656,NL_Coal,2030,10,5,8,0.0
657,NL_Coal,2030,10,9,12,0.0
658,NL_Coal,2030,10,13,16,0.0
659,NL_Coal,2030,10,17,20,0.0
660,NL_Coal,2030,10,21,24,0.0
661,NL_Nuclear,2030,1,1,4,0.0
662,NL_Nuclear,2030,1,5,8,0.0
663,NL_Nuclear,2030,1,9,12,0.0
664,NL_Nuclear,2030,1,13,16,0.0
665,NL_Nuclear,2030,1,17,20,0.0
666,NL_Nuclear,2030,1,21,24,0.0
667,NL_Nuclear,2030,2,1,4,0.0
668,NL_Nuclear,2030,2,5,8,0.0
669,NL_Nuclear,2030,2,9,12,0.0
670,NL_Nuclear,2030,2,13,16,0.0
671,NL_Nuclear,2030,2,17,20,0.0
672,NL_Nuclear,2030,2,21,24,0.0
673,NL_Nuclear,2030,3,1,4,0.0
674,NL_Nuclear,2030,3,5,8,0.0
675,NL_Nuclear,2030,3,9,12,0.0
676,NL_Nuclear,2030,3,13,16,0.0
677,NL_Nuclear,2030,3,17,20,0.0
678,NL_Nuclear,2030,3,21,24,0.0
679,NL_Nuclear,2030,4,1,4,0.0
680,NL_Nuclear,2030,4,5,8,0.0
681,NL_Nuclear,2030,4,9,12,0.0
682,NL_Nuclear,2030,4,13,16,0.0
683,NL_Nuclear,2030,4,17,20,0.0
684,NL_Nuclear,2030,4,21,24,0.0
685,NL_Nuclear,2030,5,1,4,0.0
686,NL_Nuclear,2030,5,5,8,0.0
687,NL_Nuclear,2030,5,9,12,0.0
688,NL_Nuclear,2030,5,13,16,0.0
689,NL_Nuclear,2030,5,17,20,0.0
690,NL_Nuclear,2030,5,21,24,0.0
691,NL_Nuclear,2030,6,1,4,0.0
692,NL_Nuclear,2030,6,5,8,0.0
693,NL_Nuclear,2030,6,9,12,0.0
694,NL_Nuclear,2030,6,13,16,0.0
695,NL_Nuclear,2030,6,17,20,0.0
696,NL_Nuclear,2030,6,21,24,0.0
697,NL_Nuclear,2030,7,1,4,0.0
698,NL_Nuclear,2030,7,5,8,0.0
699,NL_Nuclear,2030,7,9,12,0.0
700,NL_Nuclear,2030,7,13,16,0.0
701,NL_Nuclear,2030,7,17,20,0.0
702,NL_Nuclear,2030,7,21,24,0.0
703,NL_Nuclear,2030,8,1,4,0.0
704,NL_Nuclear,2030,8,5,8,0.0
705,NL_Nuclear,2030,8,9,12,0.0
706,NL_Nuclear,2030,8,13,16,0.0
707,NL_Nuclear,2030,8,17,20,0.0
708,NL_Nuclear,2030,8,21,24,0.0
709,NL_Nuclear,2030,9,1,4,0.0
710,NL_Nuclear,2030,9,5,8,0.0
711,NL_Nuclear,2030,9,9,12,0.0
712,NL_Nuclear,2030,9,13,16,0.0
713,NL_Nuclear,2030,9,17,20,0.0
714,NL_Nuclear,2030,9,21,24,0.0
715,NL_Nuclear,2030,10,1,4,0.0
716,NL_Nuclear,2030,10,5,8,0.0
717,NL_Nuclear,2030,10,9,12,0.0
718,NL_Nuclear,2030,10,13,16,0.0
719,NL_Nuclear,2030,10,17,20,0.0
720,NL_Nuclear,2030,10,21,24,0.0
721,UK_Coal,2030,1,1,4,0.0
722,UK_Coal,2030,1,5,8,0.0
723,UK_Coal,2030,1,9,12,0.0
724,UK_Coal,2030,1,13,16,0.0
725,UK_Coal,2030,1,17,20,0.0
726,UK_Coal,2030,1,21,24,0.0
727,UK_Coal,2030,2,1,4,0.0
728,UK_Coal,2030,2,5,8,0.0
729,UK_Coal,2030,2,9,12,0.0
730,UK_Coal,2030,2,13,16,0.0
731,UK_Coal,2030,2,17,20,0.0
732,UK_Coal,2030,2,21,24,0.0
733,UK_Coal,2030,3,1,4,0.0
734,UK_Coal,2030,3,5,8,0.0
735,UK_Coal,2030,3,9,12,0.0
736,UK_Coal,2030,3,13,16,0.0
737,UK_Coal,2030,3,17,20,0.0
738,UK_Coal,2030,3,21,24,0.0
739,UK_Coal,2030,4,1,4,0.0
740,UK_Coal,2030,4,5,8,0.0
741,UK_Coal,2030,4,9,12,0.0
742,UK_Coal,2030,4,13,16,0.0
743,UK_Coal,2030,4,17,20,0.0
744,UK_Coal,2030,4,21,24,0.0
745,UK_Coal,2030,5,1,4,0.0
746,UK_Coal,2030,5,5,8,0.0
747,UK_Coal,2030,5,9,12,0.0
748,UK_Coal,2030,5,13,16,0.0
749,UK_Coal,2030,5,17,20,0.0
750,UK_Coal,2030,5,21,24,0.0
751,UK_Coal,2030,6,1,4,0.0
752,UK_Coal,2030,6,5,8,0.0
753,UK_Coal,2030,6,9,12,0.0
754,UK_Coal,2030,6,13,16,0.0
755,UK_Coal,2030,6,17,20,0.0
756,UK_Coal,2030,6,21,24,0.0
757,UK_Coal,2030,7,1,4,0.0
758,UK_Coal,2030,7,5,8,0.0
759,UK_Coal,2030,7,9,12,0.0
760,UK_Coal,2030,7,13,16,0.0
761,UK_Coal,2030,7,17,20,0.0
762,UK_Coal,2030,7,21,24,0.0
763,UK_Coal,2030,8,1,4,0.0
764,UK_Coal,2030,8,5,8,0.0
765,UK_Coal,2030,8,9,12,0.0
766,UK_Coal,2030,8,13,16,0.0
767,UK_Coal,2030,8,17,20,0.0
768,UK_Coal,2030,8,21,24,0.0
769,UK_Coal,2030,9,1,4,0.0
770,UK_Coal,2030,9,5,8,0.0
771,UK_Coal,2030,9,9,12,0.0
772,UK_Coal,2030,9,13,16,0.0
773,UK_Coal,2030,9,17,20,0.0
774,UK_Coal,2030,9,21,24,0.0
775,UK_Coal,2030,10,1,4,0.0
776,UK_Coal,2030,10,5,8,0.0
777,UK_Coal,2030,10,9,12,0.0
778,UK_Coal,2030,10,13,16,0.0
779,UK_Coal,2030,10,17,20,0.0
780,UK_Coal,2030,10,21,24,0.0
781,UK_Nuclear,2030,1,1,4,0.0
782,UK_Nuclear,2030,1,5,8,0.0
783,UK_Nuclear,2030,1,9,12,0.0
784,UK_Nuclear,2030,1,13,16,0.0
785,UK_Nuclear,2030,1,17,20,0.0
786,UK_Nuclear,2030,1,21,24,0.0
787,UK_Nuclear,2030,2,1,4,0.0
788,UK_Nuclear,2030,2,5,8,0.0
789,UK_Nuclear,2030,2,9,12,0.0
790,UK_Nuclear,2030,2,13,16,0.0
791,UK_Nuclear,2030,2,17,20,0.0
792,UK_Nuclear,2030,2,21,24,0.0
793,UK_Nuclear,2030,3,1,4,0.0
794,UK_Nuclear,2030,3,5,8,0.0
795,UK_Nuclear,2030,3,9,12,0.0
796,UK_Nuclear,2030,3,13,16,0.0
797,UK_Nuclear,2030,3,17,20,0.0
798,UK_Nuclear,2030,3,21,24,0.0
799,UK_Nuclear,2030,4,1,4,0.0
800,UK_Nuclear,2030,4,5,8,0.0
801,UK_Nuclear,2030,4,9,12,0.0
802,UK_Nuclear,2030,4,13,16,0.0
803,UK_Nuclear,2030,4,17,20,0.0
804,UK_Nuclear,2030,4,21,24,0.0
805,UK_Nuclear,2030,5,1,4,0.0
806,UK_Nuclear,2030,5,5,8,0.0
807,UK_Nuclear,2030,5,9,12,0.0
808,UK_Nuclear,2030,5,13,16,0.0
809,UK_Nuclear,2030,5,17,20,0.0
810,UK_Nuclear,2030,5,21,24,0.0
811,UK_Nuclear,2030,6,1,4,0.0
812,UK_Nuclear,2030,6,5,8,0.0
813,UK_Nuclear,2030,6,9,12,0.0
814,UK_Nuclear,2030,6,13,16,0.0
815,UK_Nuclear,2030,6,17,20,0.0
816,UK_Nuclear,2030,6,21,24,0.0
817,UK_Nuclear,2030,7,1,4,0.0
818,UK_Nuclear,2030,7,5,8,0.0
819,UK_Nuclear,2030,7,9,12,0.0
820,UK_Nuclear,2030,7,13,16,0.0
821,UK_Nuclear,2030,7,17,20,0.0
822,UK_Nuclear,2030,7,21,24,0.0
823,UK_Nuclear,2030,8,1,4,0.0
824,UK_Nuclear,2030,8,5,8,0.0
825,UK_Nuclear,2030,8,9,12,0.0
826,UK_Nuclear,2030,8,13,16,0.0
827,UK_Nuclear,2030,8,17,20,0.0
828,UK_Nuclear,2030,8,21,24,0.0
829,UK_Nuclear,2030,9,1,4,0.0
830,UK_Nuclear,2030,9,5,8,0.0
831,UK_Nuclear,2030,9,9,12,0.0
832,UK_Nuclear,2030,9,13,16,0.0
833,UK_Nuclear,2030,9,17,20,0.0
834,UK_Nuclear,2030,9,21,24,0.0
835,UK_Nuclear,2030,10,1,4,0.0
836,UK_Nuclear,2030,10,5,8,0.0
837,UK_Nuclear,2030,10,9,12,0.0
838,UK_Nuclear,2030,10,13,16,0.0
839,UK_Nuclear,2030,10,17,20,0.0
840,UK_Nuclear,2030,10,21,24,0.0
