id,asset,milestone_year,investment_integer_storage_energy,capacity_storage_energy,investment_limit_storage_energy,solution
1,NL_Battery,2030,false,10.0,,3.193144191493502
2,BE_Battery,2030,false,10.0,,88.31309183480298
3,DE_Battery,2030,false,10.0,,217.79795695183367
4,FR_Battery,2030,false,10.0,,456.54504102676503
5,LU_Battery,2030,false,10.0,,23.86354177232812
6,CH_Battery,2030,false,10.0,,208.38798915829202
7,UK_Battery,2030,false,10.0,,247.8727852116611
