id,asset,milestone_year,investment_integer_storage_energy,capacity_storage_energy,investment_limit_storage_energy,solution
1,NL_Battery,2030,false,10.0,,45.40288564019302
2,BE_Battery,2030,false,10.0,,325.46671394374334
3,DE_Battery,2030,false,10.0,,3.402534474930326
4,FR_Battery,2030,false,10.0,,78.27387406270525
5,LU_Battery,2030,false,10.0,,2.3911702635324186e-08
6,CH_Battery,2030,false,10.0,,492.9852869945653
7,UK_Battery,2030,false,10.0,,56.598860922211315
