id,asset,year,rep_period,time_block_start,time_block_end,dual_max_ramp_up_with_unit_commitment,dual_max_ramp_down_with_unit_commitment
514,CH_CCGT,2030,2,10,10,0.0,0.0
515,CH_CCGT,2030,2,11,11,0.0,0.0
516,CH_CCGT,2030,2,12,12,0.0,0.0
517,CH_CCGT,2030,2,13,13,0.0,0.0
518,CH_CCGT,2030,2,14,14,0.0,0.0
519,CH_CCGT,2030,2,15,15,0.0,0.0
520,CH_CCGT,2030,2,16,16,0.0,0.0
521,CH_CCGT,2030,2,17,17,0.0,0.0
522,CH_CCGT,2030,2,18,18,0.0,0.0
523,CH_CCGT,2030,2,19,19,0.0,0.0
524,CH_CCGT,2030,2,20,20,0.0,0.0
525,CH_CCGT,2030,2,21,21,0.0,0.0
526,CH_CCGT,2030,2,22,22,0.0,0.0
527,CH_CCGT,2030,2,23,23,0.0,0.0
528,CH_CCGT,2030,2,24,24,0.0,0.0
529,CH_CCGT,2030,3,1,1,0.0,0.0
530,CH_CCGT,2030,3,2,2,0.0,0.0
531,CH_CCGT,2030,3,3,3,0.0,0.0
532,CH_CCGT,2030,3,4,4,0.0,0.0
533,CH_CCGT,2030,3,5,5,0.0,0.0
534,CH_CCGT,2030,3,6,6,0.0,0.0
535,CH_CCGT,2030,3,7,7,0.0,0.0
536,CH_CCGT,2030,3,8,8,0.0,0.0
537,CH_CCGT,2030,3,9,9,0.0,0.0
538,CH_CCGT,2030,3,10,10,0.0,0.0
539,CH_CCGT,2030,3,11,11,0.0,0.0
540,CH_CCGT,2030,3,12,12,0.0,0.0
541,CH_CCGT,2030,3,13,13,0.0,0.0
542,CH_CCGT,2030,3,14,14,0.0,0.0
543,CH_CCGT,2030,3,15,15,0.0,0.0
544,CH_CCGT,2030,3,16,16,0.0,0.0
545,CH_CCGT,2030,3,17,17,0.0,0.0
546,CH_CCGT,2030,3,18,18,0.0,0.0
547,CH_CCGT,2030,3,19,19,0.0,0.0
548,CH_CCGT,2030,3,20,20,0.0,0.0
549,CH_CCGT,2030,3,21,21,0.0,0.0
550,CH_CCGT,2030,3,22,22,0.0,0.0
551,CH_CCGT,2030,3,23,23,0.0,0.0
552,CH_CCGT,2030,3,24,24,0.0,0.0
553,CH_CCGT,2030,4,1,1,0.0,0.0
554,CH_CCGT,2030,4,2,2,0.0,0.0
555,CH_CCGT,2030,4,3,3,0.0,0.0
556,CH_CCGT,2030,4,4,4,0.0,0.0
557,CH_CCGT,2030,4,5,5,0.0,0.0
558,CH_CCGT,2030,4,6,6,0.0,0.0
559,CH_CCGT,2030,4,7,7,0.0,0.0
560,CH_CCGT,2030,4,8,8,0.0,0.0
561,CH_CCGT,2030,4,9,9,0.0,0.0
562,CH_CCGT,2030,4,10,10,0.0,0.0
563,CH_CCGT,2030,4,11,11,0.0,0.0
564,CH_CCGT,2030,4,12,12,0.0,0.0
565,CH_CCGT,2030,4,13,13,0.0,0.0
566,CH_CCGT,2030,4,14,14,0.0,0.0
567,CH_CCGT,2030,4,15,15,0.0,0.0
568,CH_CCGT,2030,4,16,16,0.0,0.0
569,CH_CCGT,2030,4,17,17,0.0,0.0
570,CH_CCGT,2030,4,18,18,0.0,0.0
571,CH_CCGT,2030,4,19,19,0.0,0.0
572,CH_CCGT,2030,4,20,20,0.0,0.0
573,CH_CCGT,2030,4,21,21,0.0,0.0
574,CH_CCGT,2030,4,22,22,0.0,0.0
575,CH_CCGT,2030,4,23,23,0.0,0.0
576,CH_CCGT,2030,4,24,24,0.0,0.0
577,CH_CCGT,2030,5,1,1,0.0,0.0
578,CH_CCGT,2030,5,2,2,0.0,0.0
579,CH_CCGT,2030,5,3,3,0.0,0.0
580,CH_CCGT,2030,5,4,4,0.0,0.0
581,CH_CCGT,2030,5,5,5,0.0,0.0
582,CH_CCGT,2030,5,6,6,0.0,0.0
583,CH_CCGT,2030,5,7,7,0.0,0.0
584,CH_CCGT,2030,5,8,8,0.0,0.0
585,CH_CCGT,2030,5,9,9,0.0,0.0
586,CH_CCGT,2030,5,10,10,0.0,0.0
587,CH_CCGT,2030,5,11,11,0.0,0.0
588,CH_CCGT,2030,5,12,12,0.0,0.0
589,CH_CCGT,2030,5,13,13,0.0,0.0
590,CH_CCGT,2030,5,14,14,0.0,0.0
591,CH_CCGT,2030,5,15,15,0.0,0.0
592,CH_CCGT,2030,5,16,16,0.0,0.0
593,CH_CCGT,2030,5,17,17,0.0,0.0
594,CH_CCGT,2030,5,18,18,0.0,0.0
595,CH_CCGT,2030,5,19,19,0.0,0.0
596,CH_CCGT,2030,5,20,20,0.0,0.0
597,CH_CCGT,2030,5,21,21,0.0,0.0
598,CH_CCGT,2030,5,22,22,0.0,0.0
599,CH_CCGT,2030,5,23,23,0.0,0.0
600,CH_CCGT,2030,5,24,24,0.0,0.0
601,CH_CCGT,2030,6,1,1,0.0,0.0
602,CH_CCGT,2030,6,2,2,0.0,0.0
603,CH_CCGT,2030,6,3,3,0.0,0.0
604,CH_CCGT,2030,6,4,4,0.0,0.0
605,CH_CCGT,2030,6,5,5,0.0,0.0
606,CH_CCGT,2030,6,6,6,0.0,0.0
607,CH_CCGT,2030,6,7,7,0.0,0.0
608,CH_CCGT,2030,6,8,8,0.0,0.0
609,CH_CCGT,2030,6,9,9,0.0,0.0
610,CH_CCGT,2030,6,10,10,0.0,0.0
611,CH_CCGT,2030,6,11,11,0.0,0.0
612,CH_CCGT,2030,6,12,12,0.0,0.0
613,CH_CCGT,2030,6,13,13,0.0,0.0
614,CH_CCGT,2030,6,14,14,0.0,0.0
615,CH_CCGT,2030,6,15,15,0.0,0.0
616,CH_CCGT,2030,6,16,16,0.0,0.0
617,CH_CCGT,2030,6,17,17,0.0,0.0
618,CH_CCGT,2030,6,18,18,0.0,0.0
619,CH_CCGT,2030,6,19,19,0.0,0.0
620,CH_CCGT,2030,6,20,20,0.0,0.0
621,CH_CCGT,2030,6,21,21,0.0,0.0
622,CH_CCGT,2030,6,22,22,0.0,0.0
623,CH_CCGT,2030,6,23,23,0.0,0.0
624,CH_CCGT,2030,6,24,24,0.0,0.0
625,CH_CCGT,2030,7,1,1,0.0,0.0
626,CH_CCGT,2030,7,2,2,0.0,0.0
627,CH_CCGT,2030,7,3,3,0.0,0.0
628,CH_CCGT,2030,7,4,4,0.0,0.0
629,CH_CCGT,2030,7,5,5,0.0,0.0
630,CH_CCGT,2030,7,6,6,0.0,0.0
631,CH_CCGT,2030,7,7,7,0.0,0.0
632,CH_CCGT,2030,7,8,8,0.0,0.0
633,CH_CCGT,2030,7,9,9,0.0,0.0
634,CH_CCGT,2030,7,10,10,0.0,0.0
635,CH_CCGT,2030,7,11,11,0.0,0.0
636,CH_CCGT,2030,7,12,12,0.0,0.0
637,CH_CCGT,2030,7,13,13,0.0,0.0
638,CH_CCGT,2030,7,14,14,0.0,0.0
639,CH_CCGT,2030,7,15,15,0.0,0.0
640,CH_CCGT,2030,7,16,16,0.0,0.0
641,CH_CCGT,2030,7,17,17,0.0,0.0
642,CH_CCGT,2030,7,18,18,0.0,0.0
643,CH_CCGT,2030,7,19,19,0.0,0.0
644,CH_CCGT,2030,7,20,20,0.0,0.0
645,CH_CCGT,2030,7,21,21,0.0,0.0
646,CH_CCGT,2030,7,22,22,0.0,0.0
647,CH_CCGT,2030,7,23,23,0.0,0.0
648,CH_CCGT,2030,7,24,24,0.0,0.0
649,CH_CCGT,2030,8,1,1,0.0,0.0
650,CH_CCGT,2030,8,2,2,0.0,0.0
651,CH_CCGT,2030,8,3,3,0.0,0.0
652,CH_CCGT,2030,8,4,4,0.0,0.0
653,CH_CCGT,2030,8,5,5,0.0,0.0
654,CH_CCGT,2030,8,6,6,0.0,0.0
655,CH_CCGT,2030,8,7,7,0.0,0.0
656,CH_CCGT,2030,8,8,8,0.0,0.0
657,CH_CCGT,2030,8,9,9,0.0,0.0
658,CH_CCGT,2030,8,10,10,0.0,0.0
659,CH_CCGT,2030,8,11,11,0.0,0.0
660,CH_CCGT,2030,8,12,12,0.0,0.0
661,CH_CCGT,2030,8,13,13,0.0,0.0
662,CH_CCGT,2030,8,14,14,0.0,0.0
663,CH_CCGT,2030,8,15,15,0.0,0.0
664,CH_CCGT,2030,8,16,16,0.0,0.0
665,CH_CCGT,2030,8,17,17,0.0,0.0
666,CH_CCGT,2030,8,18,18,0.0,0.0
667,CH_CCGT,2030,8,19,19,0.0,0.0
668,CH_CCGT,2030,8,20,20,0.0,0.0
669,CH_CCGT,2030,8,21,21,0.0,0.0
670,CH_CCGT,2030,8,22,22,0.0,0.0
671,CH_CCGT,2030,8,23,23,0.0,0.0
672,CH_CCGT,2030,8,24,24,0.0,0.0
673,CH_CCGT,2030,9,1,1,0.0,0.0
674,CH_CCGT,2030,9,2,2,0.0,0.0
675,CH_CCGT,2030,9,3,3,0.0,0.0
676,CH_CCGT,2030,9,4,4,0.0,0.0
677,CH_CCGT,2030,9,5,5,0.0,0.0
678,CH_CCGT,2030,9,6,6,0.0,0.0
679,CH_CCGT,2030,9,7,7,0.0,0.0
680,CH_CCGT,2030,9,8,8,0.0,0.0
681,CH_CCGT,2030,9,9,9,0.0,0.0
682,CH_CCGT,2030,9,10,10,0.0,0.0
683,CH_CCGT,2030,9,11,11,0.0,0.0
684,CH_CCGT,2030,9,12,12,0.0,0.0
685,CH_CCGT,2030,9,13,13,0.0,0.0
686,CH_CCGT,2030,9,14,14,0.0,0.0
687,CH_CCGT,2030,9,15,15,0.0,0.0
688,CH_CCGT,2030,9,16,16,0.0,0.0
689,CH_CCGT,2030,9,17,17,0.0,0.0
690,CH_CCGT,2030,9,18,18,0.0,0.0
691,CH_CCGT,2030,9,19,19,0.0,0.0
692,CH_CCGT,2030,9,20,20,0.0,0.0
693,CH_CCGT,2030,9,21,21,0.0,0.0
694,CH_CCGT,2030,9,22,22,0.0,0.0
695,CH_CCGT,2030,9,23,23,0.0,0.0
696,CH_CCGT,2030,9,24,24,0.0,0.0
697,CH_CCGT,2030,10,1,1,0.0,0.0
698,CH_CCGT,2030,10,2,2,0.0,0.0
699,CH_CCGT,2030,10,3,3,0.0,0.0
700,CH_CCGT,2030,10,4,4,0.0,0.0
701,CH_CCGT,2030,10,5,5,0.0,0.0
702,CH_CCGT,2030,10,6,6,0.0,0.0
703,CH_CCGT,2030,10,7,7,0.0,0.0
704,CH_CCGT,2030,10,8,8,0.0,0.0
705,CH_CCGT,2030,10,9,9,0.0,0.0
706,CH_CCGT,2030,10,10,10,0.0,0.0
707,CH_CCGT,2030,10,11,11,0.0,0.0
708,CH_CCGT,2030,10,12,12,0.0,0.0
709,CH_CCGT,2030,10,13,13,0.0,0.0
710,CH_CCGT,2030,10,14,14,0.0,0.0
711,CH_CCGT,2030,10,15,15,0.0,0.0
712,CH_CCGT,2030,10,16,16,0.0,0.0
713,CH_CCGT,2030,10,17,17,0.0,0.0
714,CH_CCGT,2030,10,18,18,0.0,0.0
715,CH_CCGT,2030,10,19,19,0.0,0.0
716,CH_CCGT,2030,10,20,20,0.0,0.0
717,CH_CCGT,2030,10,21,21,0.0,0.0
718,CH_CCGT,2030,10,22,22,0.0,0.0
719,CH_CCGT,2030,10,23,23,0.0,0.0
720,CH_CCGT,2030,10,24,24,0.0,0.0
721,CH_OCGT,2030,1,1,1,0.0,0.0
722,CH_OCGT,2030,1,2,2,0.0,0.0
723,CH_OCGT,2030,1,3,3,0.0,0.0
724,CH_OCGT,2030,1,4,4,0.0,0.0
725,CH_OCGT,2030,1,5,5,0.0,0.0
726,CH_OCGT,2030,1,6,6,0.0,0.0
727,CH_OCGT,2030,1,7,7,0.0,0.0
728,CH_OCGT,2030,1,8,8,0.0,0.0
729,CH_OCGT,2030,1,9,9,0.0,0.0
730,CH_OCGT,2030,1,10,10,0.0,0.0
731,CH_OCGT,2030,1,11,11,0.0,0.0
732,CH_OCGT,2030,1,12,12,0.0,0.0
733,CH_OCGT,2030,1,13,13,0.0,0.0
734,CH_OCGT,2030,1,14,14,0.0,0.0
735,CH_OCGT,2030,1,15,15,0.0,0.0
736,CH_OCGT,2030,1,16,16,0.0,0.0
737,CH_OCGT,2030,1,17,17,0.0,0.0
738,CH_OCGT,2030,1,18,18,0.0,0.0
739,CH_OCGT,2030,1,19,19,0.0,0.0
740,CH_OCGT,2030,1,20,20,0.0,0.0
741,CH_OCGT,2030,1,21,21,0.0,0.0
742,CH_OCGT,2030,1,22,22,0.0,0.0
743,CH_OCGT,2030,1,23,23,0.0,0.0
744,CH_OCGT,2030,1,24,24,0.0,0.0
745,CH_OCGT,2030,2,1,1,0.0,0.0
746,CH_OCGT,2030,2,2,2,0.0,0.0
747,CH_OCGT,2030,2,3,3,0.0,0.0
748,CH_OCGT,2030,2,4,4,0.0,0.0
749,CH_OCGT,2030,2,5,5,0.0,0.0
750,CH_OCGT,2030,2,6,6,0.0,0.0
751,CH_OCGT,2030,2,7,7,0.0,0.0
752,CH_OCGT,2030,2,8,8,0.0,0.0
753,CH_OCGT,2030,2,9,9,0.0,0.0
754,CH_OCGT,2030,2,10,10,0.0,0.0
755,CH_OCGT,2030,2,11,11,0.0,0.0
756,CH_OCGT,2030,2,12,12,0.0,0.0
757,CH_OCGT,2030,2,13,13,0.0,0.0
758,CH_OCGT,2030,2,14,14,0.0,0.0
759,CH_OCGT,2030,2,15,15,0.0,0.0
760,CH_OCGT,2030,2,16,16,0.0,0.0
761,CH_OCGT,2030,2,17,17,0.0,0.0
762,CH_OCGT,2030,2,18,18,0.0,0.0
763,CH_OCGT,2030,2,19,19,0.0,0.0
764,CH_OCGT,2030,2,20,20,0.0,0.0
765,CH_OCGT,2030,2,21,21,0.0,0.0
766,CH_OCGT,2030,2,22,22,0.0,0.0
767,CH_OCGT,2030,2,23,23,0.0,0.0
768,CH_OCGT,2030,2,24,24,0.0,0.0
769,CH_OCGT,2030,3,1,1,0.0,0.0
770,CH_OCGT,2030,3,2,2,0.0,0.0
771,CH_OCGT,2030,3,3,3,0.0,0.0
772,CH_OCGT,2030,3,4,4,0.0,0.0
773,CH_OCGT,2030,3,5,5,0.0,0.0
774,CH_OCGT,2030,3,6,6,0.0,0.0
775,CH_OCGT,2030,3,7,7,0.0,0.0
776,CH_OCGT,2030,3,8,8,0.0,0.0
777,CH_OCGT,2030,3,9,9,0.0,0.0
778,CH_OCGT,2030,3,10,10,0.0,0.0
779,CH_OCGT,2030,3,11,11,0.0,0.0
780,CH_OCGT,2030,3,12,12,0.0,0.0
781,CH_OCGT,2030,3,13,13,0.0,0.0
782,CH_OCGT,2030,3,14,14,0.0,0.0
783,CH_OCGT,2030,3,15,15,0.0,0.0
784,CH_OCGT,2030,3,16,16,0.0,0.0
785,CH_OCGT,2030,3,17,17,0.0,0.0
786,CH_OCGT,2030,3,18,18,0.0,0.0
787,CH_OCGT,2030,3,19,19,0.0,0.0
788,CH_OCGT,2030,3,20,20,0.0,0.0
789,CH_OCGT,2030,3,21,21,0.0,0.0
790,CH_OCGT,2030,3,22,22,0.0,0.0
791,CH_OCGT,2030,3,23,23,0.0,0.0
792,CH_OCGT,2030,3,24,24,0.0,0.0
793,CH_OCGT,2030,4,1,1,0.0,0.0
794,CH_OCGT,2030,4,2,2,0.0,0.0
795,CH_OCGT,2030,4,3,3,0.0,0.0
796,CH_OCGT,2030,4,4,4,0.0,0.0
797,CH_OCGT,2030,4,5,5,0.0,0.0
798,CH_OCGT,2030,4,6,6,0.0,0.0
799,CH_OCGT,2030,4,7,7,0.0,0.0
800,CH_OCGT,2030,4,8,8,0.0,0.0
801,CH_OCGT,2030,4,9,9,0.0,0.0
802,CH_OCGT,2030,4,10,10,0.0,0.0
803,CH_OCGT,2030,4,11,11,0.0,0.0
804,CH_OCGT,2030,4,12,12,0.0,0.0
805,CH_OCGT,2030,4,13,13,0.0,0.0
806,CH_OCGT,2030,4,14,14,0.0,0.0
807,CH_OCGT,2030,4,15,15,0.0,0.0
808,CH_OCGT,2030,4,16,16,0.0,0.0
809,CH_OCGT,2030,4,17,17,0.0,0.0
810,CH_OCGT,2030,4,18,18,0.0,0.0
811,CH_OCGT,2030,4,19,19,0.0,0.0
812,CH_OCGT,2030,4,20,20,0.0,0.0
813,CH_OCGT,2030,4,21,21,0.0,0.0
814,CH_OCGT,2030,4,22,22,0.0,0.0
815,CH_OCGT,2030,4,23,23,0.0,0.0
816,CH_OCGT,2030,4,24,24,0.0,0.0
817,CH_OCGT,2030,5,1,1,0.0,0.0
818,CH_OCGT,2030,5,2,2,0.0,0.0
819,CH_OCGT,2030,5,3,3,0.0,0.0
820,CH_OCGT,2030,5,4,4,0.0,0.0
821,CH_OCGT,2030,5,5,5,0.0,0.0
822,CH_OCGT,2030,5,6,6,0.0,0.0
823,CH_OCGT,2030,5,7,7,0.0,0.0
824,CH_OCGT,2030,5,8,8,0.0,0.0
825,CH_OCGT,2030,5,9,9,0.0,0.0
826,CH_OCGT,2030,5,10,10,0.0,0.0
827,CH_OCGT,2030,5,11,11,0.0,0.0
828,CH_OCGT,2030,5,12,12,0.0,0.0
829,CH_OCGT,2030,5,13,13,0.0,0.0
830,CH_OCGT,2030,5,14,14,0.0,0.0
831,CH_OCGT,2030,5,15,15,0.0,0.0
832,CH_OCGT,2030,5,16,16,0.0,0.0
833,CH_OCGT,2030,5,17,17,0.0,0.0
834,CH_OCGT,2030,5,18,18,0.0,0.0
835,CH_OCGT,2030,5,19,19,0.0,0.0
836,CH_OCGT,2030,5,20,20,0.0,0.0
837,CH_OCGT,2030,5,21,21,0.0,0.0
838,CH_OCGT,2030,5,22,22,0.0,0.0
839,CH_OCGT,2030,5,23,23,0.0,0.0
840,CH_OCGT,2030,5,24,24,0.0,0.0
841,CH_OCGT,2030,6,1,1,0.0,0.0
842,CH_OCGT,2030,6,2,2,0.0,0.0
843,CH_OCGT,2030,6,3,3,0.0,0.0
844,CH_OCGT,2030,6,4,4,0.0,0.0
845,CH_OCGT,2030,6,5,5,0.0,0.0
846,CH_OCGT,2030,6,6,6,0.0,0.0
847,CH_OCGT,2030,6,7,7,0.0,0.0
848,CH_OCGT,2030,6,8,8,0.0,0.0
849,CH_OCGT,2030,6,9,9,0.0,0.0
850,CH_OCGT,2030,6,10,10,0.0,0.0
851,CH_OCGT,2030,6,11,11,0.0,0.0
852,CH_OCGT,2030,6,12,12,0.0,0.0
853,CH_OCGT,2030,6,13,13,0.0,0.0
854,CH_OCGT,2030,6,14,14,0.0,0.0
855,CH_OCGT,2030,6,15,15,0.0,0.0
856,CH_OCGT,2030,6,16,16,0.0,0.0
857,CH_OCGT,2030,6,17,17,0.0,0.0
858,CH_OCGT,2030,6,18,18,0.0,0.0
859,CH_OCGT,2030,6,19,19,0.0,0.0
860,CH_OCGT,2030,6,20,20,0.0,0.0
861,CH_OCGT,2030,6,21,21,0.0,0.0
862,CH_OCGT,2030,6,22,22,0.0,0.0
863,CH_OCGT,2030,6,23,23,0.0,0.0
864,CH_OCGT,2030,6,24,24,0.0,0.0
865,CH_OCGT,2030,7,1,1,0.0,0.0
866,CH_OCGT,2030,7,2,2,0.0,0.0
867,CH_OCGT,2030,7,3,3,0.0,0.0
868,CH_OCGT,2030,7,4,4,0.0,0.0
869,CH_OCGT,2030,7,5,5,0.0,0.0
870,CH_OCGT,2030,7,6,6,0.0,0.0
871,CH_OCGT,2030,7,7,7,0.0,0.0
872,CH_OCGT,2030,7,8,8,0.0,0.0
873,CH_OCGT,2030,7,9,9,0.0,0.0
874,CH_OCGT,2030,7,10,10,0.0,0.0
875,CH_OCGT,2030,7,11,11,0.0,0.0
876,CH_OCGT,2030,7,12,12,0.0,0.0
877,CH_OCGT,2030,7,13,13,0.0,0.0
878,CH_OCGT,2030,7,14,14,0.0,0.0
879,CH_OCGT,2030,7,15,15,0.0,0.0
880,CH_OCGT,2030,7,16,16,0.0,0.0
881,CH_OCGT,2030,7,17,17,0.0,0.0
882,CH_OCGT,2030,7,18,18,0.0,0.0
883,CH_OCGT,2030,7,19,19,0.0,0.0
884,CH_OCGT,2030,7,20,20,0.0,0.0
885,CH_OCGT,2030,7,21,21,0.0,0.0
886,CH_OCGT,2030,7,22,22,0.0,0.0
887,CH_OCGT,2030,7,23,23,0.0,0.0
888,CH_OCGT,2030,7,24,24,0.0,0.0
889,CH_OCGT,2030,8,1,1,0.0,0.0
890,CH_OCGT,2030,8,2,2,0.0,0.0
891,CH_OCGT,2030,8,3,3,0.0,0.0
892,CH_OCGT,2030,8,4,4,0.0,0.0
893,CH_OCGT,2030,8,5,5,0.0,0.0
894,CH_OCGT,2030,8,6,6,0.0,0.0
895,CH_OCGT,2030,8,7,7,0.0,0.0
896,CH_OCGT,2030,8,8,8,0.0,0.0
897,CH_OCGT,2030,8,9,9,0.0,0.0
898,CH_OCGT,2030,8,10,10,0.0,0.0
899,CH_OCGT,2030,8,11,11,0.0,0.0
900,CH_OCGT,2030,8,12,12,0.0,0.0
901,CH_OCGT,2030,8,13,13,0.0,0.0
902,CH_OCGT,2030,8,14,14,0.0,0.0
903,CH_OCGT,2030,8,15,15,0.0,0.0
904,CH_OCGT,2030,8,16,16,0.0,0.0
905,CH_OCGT,2030,8,17,17,0.0,0.0
906,CH_OCGT,2030,8,18,18,0.0,0.0
907,CH_OCGT,2030,8,19,19,0.0,0.0
908,CH_OCGT,2030,8,20,20,0.0,0.0
909,CH_OCGT,2030,8,21,21,0.0,0.0
910,CH_OCGT,2030,8,22,22,0.0,0.0
911,CH_OCGT,2030,8,23,23,0.0,0.0
912,CH_OCGT,2030,8,24,24,0.0,0.0
913,CH_OCGT,2030,9,1,1,0.0,0.0
914,CH_OCGT,2030,9,2,2,0.0,0.0
915,CH_OCGT,2030,9,3,3,0.0,0.0
916,CH_OCGT,2030,9,4,4,0.0,0.0
917,CH_OCGT,2030,9,5,5,0.0,0.0
918,CH_OCGT,2030,9,6,6,0.0,0.0
919,CH_OCGT,2030,9,7,7,0.0,0.0
920,CH_OCGT,2030,9,8,8,0.0,0.0
921,CH_OCGT,2030,9,9,9,0.0,0.0
922,CH_OCGT,2030,9,10,10,0.0,0.0
923,CH_OCGT,2030,9,11,11,0.0,0.0
924,CH_OCGT,2030,9,12,12,0.0,0.0
925,CH_OCGT,2030,9,13,13,0.0,0.0
926,CH_OCGT,2030,9,14,14,0.0,0.0
927,CH_OCGT,2030,9,15,15,0.0,0.0
928,CH_OCGT,2030,9,16,16,0.0,0.0
929,CH_OCGT,2030,9,17,17,0.0,0.0
930,CH_OCGT,2030,9,18,18,0.0,0.0
931,CH_OCGT,2030,9,19,19,0.0,0.0
932,CH_OCGT,2030,9,20,20,0.0,0.0
933,CH_OCGT,2030,9,21,21,0.0,0.0
934,CH_OCGT,2030,9,22,22,0.0,0.0
935,CH_OCGT,2030,9,23,23,0.0,0.0
936,CH_OCGT,2030,9,24,24,0.0,0.0
937,CH_OCGT,2030,10,1,1,0.0,0.0
938,CH_OCGT,2030,10,2,2,0.0,0.0
939,CH_OCGT,2030,10,3,3,0.0,0.0
940,CH_OCGT,2030,10,4,4,0.0,0.0
941,CH_OCGT,2030,10,5,5,0.0,0.0
942,CH_OCGT,2030,10,6,6,0.0,0.0
943,CH_OCGT,2030,10,7,7,0.0,0.0
944,CH_OCGT,2030,10,8,8,0.0,0.0
945,CH_OCGT,2030,10,9,9,0.0,0.0
946,CH_OCGT,2030,10,10,10,0.0,0.0
947,CH_OCGT,2030,10,11,11,0.0,0.0
948,CH_OCGT,2030,10,12,12,0.0,0.0
949,CH_OCGT,2030,10,13,13,0.0,0.0
950,CH_OCGT,2030,10,14,14,0.0,0.0
951,CH_OCGT,2030,10,15,15,0.0,0.0
952,CH_OCGT,2030,10,16,16,0.0,0.0
953,CH_OCGT,2030,10,17,17,0.0,0.0
954,CH_OCGT,2030,10,18,18,0.0,0.0
955,CH_OCGT,2030,10,19,19,0.0,0.0
956,CH_OCGT,2030,10,20,20,0.0,0.0
957,CH_OCGT,2030,10,21,21,0.0,0.0
958,CH_OCGT,2030,10,22,22,0.0,0.0
959,CH_OCGT,2030,10,23,23,0.0,0.0
960,CH_OCGT,2030,10,24,24,0.0,0.0
961,DE_CCGT,2030,1,1,1,0.0,0.0
962,DE_CCGT,2030,1,2,2,0.0,0.0
963,DE_CCGT,2030,1,3,3,0.0,0.0
964,DE_CCGT,2030,1,4,4,0.0,0.0
965,DE_CCGT,2030,1,5,5,0.0,0.0
966,DE_CCGT,2030,1,6,6,0.0,0.0
967,DE_CCGT,2030,1,7,7,0.0,0.0
968,DE_CCGT,2030,1,8,8,0.0,0.0
969,DE_CCGT,2030,1,9,9,0.0,0.0
970,DE_CCGT,2030,1,10,10,0.0,0.0
971,DE_CCGT,2030,1,11,11,0.0,0.0
972,DE_CCGT,2030,1,12,12,0.0,0.0
973,DE_CCGT,2030,1,13,13,0.0,0.0
974,DE_CCGT,2030,1,14,14,0.0,0.0
975,DE_CCGT,2030,1,15,15,0.0,0.0
976,DE_CCGT,2030,1,16,16,0.0,0.0
977,DE_CCGT,2030,1,17,17,0.0,0.0
978,DE_CCGT,2030,1,18,18,0.0,0.0
979,DE_CCGT,2030,1,19,19,0.0,0.0
980,DE_CCGT,2030,1,20,20,0.0,0.0
981,DE_CCGT,2030,1,21,21,0.0,0.0
982,DE_CCGT,2030,1,22,22,0.0,0.0
983,DE_CCGT,2030,1,23,23,0.0,0.0
984,DE_CCGT,2030,1,24,24,0.0,0.0
985,DE_CCGT,2030,2,1,1,0.0,0.0
986,DE_CCGT,2030,2,2,2,0.0,0.0
987,DE_CCGT,2030,2,3,3,0.0,0.0
988,DE_CCGT,2030,2,4,4,0.0,0.0
989,DE_CCGT,2030,2,5,5,0.0,0.0
990,DE_CCGT,2030,2,6,6,0.0,0.0
991,DE_CCGT,2030,2,7,7,0.0,0.0
992,DE_CCGT,2030,2,8,8,0.0,0.0
993,DE_CCGT,2030,2,9,9,0.0,0.0
994,DE_CCGT,2030,2,10,10,0.0,0.0
995,DE_CCGT,2030,2,11,11,0.0,0.0
996,DE_CCGT,2030,2,12,12,0.0,0.0
997,DE_CCGT,2030,2,13,13,0.0,0.0
998,DE_CCGT,2030,2,14,14,0.0,0.0
999,DE_CCGT,2030,2,15,15,0.0,0.0
1000,DE_CCGT,2030,2,16,16,0.0,0.0
1001,DE_CCGT,2030,2,17,17,0.0,0.0
1002,DE_CCGT,2030,2,18,18,0.0,0.0
1003,DE_CCGT,2030,2,19,19,0.0,0.0
1004,DE_CCGT,2030,2,20,20,0.0,0.0
1005,DE_CCGT,2030,2,21,21,0.0,0.0
1006,DE_CCGT,2030,2,22,22,0.0,0.0
1007,DE_CCGT,2030,2,23,23,0.0,0.0
1008,DE_CCGT,2030,2,24,24,0.0,0.0
1009,DE_CCGT,2030,3,1,1,0.0,0.0
1010,DE_CCGT,2030,3,2,2,0.0,0.0
1011,DE_CCGT,2030,3,3,3,0.0,0.0
1012,DE_CCGT,2030,3,4,4,0.0,0.0
1013,DE_CCGT,2030,3,5,5,0.0,0.0
1014,DE_CCGT,2030,3,6,6,0.0,0.0
1015,DE_CCGT,2030,3,7,7,0.0,0.0
1016,DE_CCGT,2030,3,8,8,0.0,0.0
1017,DE_CCGT,2030,3,9,9,0.0,0.0
1018,DE_CCGT,2030,3,10,10,0.0,0.0
1019,DE_CCGT,2030,3,11,11,0.0,0.0
1020,DE_CCGT,2030,3,12,12,0.0,0.0
1021,DE_CCGT,2030,3,13,13,0.0,0.0
1022,DE_CCGT,2030,3,14,14,0.0,0.0
1023,DE_CCGT,2030,3,15,15,0.0,0.0
1024,DE_CCGT,2030,3,16,16,0.0,0.0
1025,DE_CCGT,2030,3,17,17,0.0,0.0
1026,DE_CCGT,2030,3,18,18,0.0,0.0
1027,DE_CCGT,2030,3,19,19,0.0,0.0
1028,DE_CCGT,2030,3,20,20,0.0,0.0
