id,asset,year,rep_period,time_block_start,time_block_end,dual_max_input_flows_limit_simple_method
161,CH_Battery,2030,4,9,10,0.0
162,CH_Battery,2030,4,11,12,0.0
163,CH_Battery,2030,4,13,14,0.0
164,CH_Battery,2030,4,15,16,0.0
165,CH_Battery,2030,4,17,18,0.0
166,CH_Battery,2030,4,19,20,0.0
167,CH_Battery,2030,4,21,22,0.0
168,CH_Battery,2030,4,23,24,0.0
169,CH_Battery,2030,5,1,2,0.0
170,CH_Battery,2030,5,3,4,0.0
171,CH_Battery,2030,5,5,6,0.0
172,CH_Battery,2030,5,7,8,0.0
173,CH_Battery,2030,5,9,10,0.0
174,CH_Battery,2030,5,11,12,0.0
175,CH_Battery,2030,5,13,14,0.0
176,CH_Battery,2030,5,15,16,0.0
177,CH_Battery,2030,5,17,18,0.0
178,CH_Battery,2030,5,19,20,0.0
179,CH_Battery,2030,5,21,22,0.0
180,CH_Battery,2030,5,23,24,0.0
181,CH_Battery,2030,6,1,2,0.0
182,CH_Battery,2030,6,3,4,0.0
183,CH_Battery,2030,6,5,6,0.0
184,CH_Battery,2030,6,7,8,0.0
185,CH_Battery,2030,6,9,10,0.0
186,CH_Battery,2030,6,11,12,-0.4239
187,CH_Battery,2030,6,13,14,0.0
188,CH_Battery,2030,6,15,16,0.0
189,CH_Battery,2030,6,17,18,0.0
190,CH_Battery,2030,6,19,20,0.0
191,CH_Battery,2030,6,21,22,0.0
192,CH_Battery,2030,6,23,24,0.0
193,CH_Battery,2030,7,1,2,0.0
194,CH_Battery,2030,7,3,4,0.0
195,CH_Battery,2030,7,5,6,0.0
196,CH_Battery,2030,7,7,8,0.0
197,CH_Battery,2030,7,9,10,0.0
198,CH_Battery,2030,7,11,12,0.0
199,CH_Battery,2030,7,13,14,0.0
200,CH_Battery,2030,7,15,16,0.0
201,CH_Battery,2030,7,17,18,0.0
202,CH_Battery,2030,7,19,20,0.0
203,CH_Battery,2030,7,21,22,0.0
204,CH_Battery,2030,7,23,24,0.0
205,CH_Battery,2030,8,1,2,0.0
206,CH_Battery,2030,8,3,4,0.0
207,CH_Battery,2030,8,5,6,0.0
208,CH_Battery,2030,8,7,8,0.0
209,CH_Battery,2030,8,9,10,0.0
210,CH_Battery,2030,8,11,12,0.0
211,CH_Battery,2030,8,13,14,0.0
212,CH_Battery,2030,8,15,16,0.0
213,CH_Battery,2030,8,17,18,0.0
214,CH_Battery,2030,8,19,20,0.0
215,CH_Battery,2030,8,21,22,0.0
216,CH_Battery,2030,8,23,24,0.0
217,CH_Battery,2030,9,1,2,0.0
218,CH_Battery,2030,9,3,4,0.0
219,CH_Battery,2030,9,5,6,0.0
220,CH_Battery,2030,9,7,8,0.0
221,CH_Battery,2030,9,9,10,0.0
222,CH_Battery,2030,9,11,12,0.0
223,CH_Battery,2030,9,13,14,0.0
224,CH_Battery,2030,9,15,16,0.0
225,CH_Battery,2030,9,17,18,0.0
226,CH_Battery,2030,9,19,20,0.0
227,CH_Battery,2030,9,21,22,0.0
228,CH_Battery,2030,9,23,24,0.0
229,CH_Battery,2030,10,1,2,0.0
230,CH_Battery,2030,10,3,4,0.0
231,CH_Battery,2030,10,5,6,0.0
232,CH_Battery,2030,10,7,8,0.0
233,CH_Battery,2030,10,9,10,0.0
234,CH_Battery,2030,10,11,12,0.0
235,CH_Battery,2030,10,13,14,0.0
236,CH_Battery,2030,10,15,16,0.0
237,CH_Battery,2030,10,17,18,0.0
238,CH_Battery,2030,10,19,20,0.0
239,CH_Battery,2030,10,21,22,0.0
240,CH_Battery,2030,10,23,24,0.0
241,DE_Battery,2030,1,1,2,0.0
242,DE_Battery,2030,1,3,4,0.0
243,DE_Battery,2030,1,5,6,0.0
244,DE_Battery,2030,1,7,8,0.0
245,DE_Battery,2030,1,9,10,0.0
246,DE_Battery,2030,1,11,12,0.0
247,DE_Battery,2030,1,13,14,0.0
248,DE_Battery,2030,1,15,16,0.0
249,DE_Battery,2030,1,17,18,0.0
250,DE_Battery,2030,1,19,20,0.0
251,DE_Battery,2030,1,21,22,0.0
252,DE_Battery,2030,1,23,24,0.0
253,DE_Battery,2030,2,1,2,0.0
254,DE_Battery,2030,2,3,4,0.0
255,DE_Battery,2030,2,5,6,0.0
256,DE_Battery,2030,2,7,8,0.0
257,DE_Battery,2030,2,9,10,0.0
258,DE_Battery,2030,2,11,12,0.0
259,DE_Battery,2030,2,13,14,0.0
260,DE_Battery,2030,2,15,16,0.0
261,DE_Battery,2030,2,17,18,0.0
262,DE_Battery,2030,2,19,20,0.0
263,DE_Battery,2030,2,21,22,0.0
264,DE_Battery,2030,2,23,24,0.0
265,DE_Battery,2030,3,1,2,0.0
266,DE_Battery,2030,3,3,4,0.0
267,DE_Battery,2030,3,5,6,0.0
268,DE_Battery,2030,3,7,8,0.0
269,DE_Battery,2030,3,9,10,0.0
270,DE_Battery,2030,3,11,12,0.0
271,DE_Battery,2030,3,13,14,0.0
272,DE_Battery,2030,3,15,16,0.0
273,DE_Battery,2030,3,17,18,0.0
274,DE_Battery,2030,3,19,20,0.0
275,DE_Battery,2030,3,21,22,0.0
276,DE_Battery,2030,3,23,24,0.0
277,DE_Battery,2030,4,1,2,0.0
278,DE_Battery,2030,4,3,4,0.0
279,DE_Battery,2030,4,5,6,0.0
280,DE_Battery,2030,4,7,8,0.0
281,DE_Battery,2030,4,9,10,0.0
282,DE_Battery,2030,4,11,12,0.0
283,DE_Battery,2030,4,13,14,0.0
284,DE_Battery,2030,4,15,16,0.0
285,DE_Battery,2030,4,17,18,0.0
286,DE_Battery,2030,4,19,20,0.0
287,DE_Battery,2030,4,21,22,0.0
288,DE_Battery,2030,4,23,24,0.0
289,DE_Battery,2030,5,1,2,0.0
290,DE_Battery,2030,5,3,4,0.0
291,DE_Battery,2030,5,5,6,0.0
292,DE_Battery,2030,5,7,8,0.0
293,DE_Battery,2030,5,9,10,0.0
294,DE_Battery,2030,5,11,12,0.0
295,DE_Battery,2030,5,13,14,0.0
296,DE_Battery,2030,5,15,16,0.0
297,DE_Battery,2030,5,17,18,0.0
298,DE_Battery,2030,5,19,20,0.0
299,DE_Battery,2030,5,21,22,0.0
300,DE_Battery,2030,5,23,24,0.0
301,DE_Battery,2030,6,1,2,0.0
302,DE_Battery,2030,6,3,4,0.0
303,DE_Battery,2030,6,5,6,0.0
304,DE_Battery,2030,6,7,8,0.0
305,DE_Battery,2030,6,9,10,0.0
306,DE_Battery,2030,6,11,12,-0.4239
307,DE_Battery,2030,6,13,14,0.0
308,DE_Battery,2030,6,15,16,0.0
309,DE_Battery,2030,6,17,18,0.0
310,DE_Battery,2030,6,19,20,0.0
311,DE_Battery,2030,6,21,22,0.0
312,DE_Battery,2030,6,23,24,0.0
313,DE_Battery,2030,7,1,2,0.0
314,DE_Battery,2030,7,3,4,0.0
315,DE_Battery,2030,7,5,6,0.0
316,DE_Battery,2030,7,7,8,0.0
317,DE_Battery,2030,7,9,10,0.0
318,DE_Battery,2030,7,11,12,0.0
319,DE_Battery,2030,7,13,14,0.0
320,DE_Battery,2030,7,15,16,0.0
321,DE_Battery,2030,7,17,18,0.0
322,DE_Battery,2030,7,19,20,0.0
323,DE_Battery,2030,7,21,22,0.0
324,DE_Battery,2030,7,23,24,0.0
325,DE_Battery,2030,8,1,2,0.0
326,DE_Battery,2030,8,3,4,0.0
327,DE_Battery,2030,8,5,6,0.0
328,DE_Battery,2030,8,7,8,0.0
329,DE_Battery,2030,8,9,10,0.0
330,DE_Battery,2030,8,11,12,0.0
331,DE_Battery,2030,8,13,14,0.0
332,DE_Battery,2030,8,15,16,0.0
333,DE_Battery,2030,8,17,18,0.0
334,DE_Battery,2030,8,19,20,0.0
335,DE_Battery,2030,8,21,22,0.0
336,DE_Battery,2030,8,23,24,0.0
337,DE_Battery,2030,9,1,2,0.0
338,DE_Battery,2030,9,3,4,0.0
339,DE_Battery,2030,9,5,6,0.0
340,DE_Battery,2030,9,7,8,0.0
341,DE_Battery,2030,9,9,10,0.0
342,DE_Battery,2030,9,11,12,0.0
343,DE_Battery,2030,9,13,14,0.0
344,DE_Battery,2030,9,15,16,0.0
345,DE_Battery,2030,9,17,18,0.0
346,DE_Battery,2030,9,19,20,0.0
347,DE_Battery,2030,9,21,22,0.0
348,DE_Battery,2030,9,23,24,0.0
349,DE_Battery,2030,10,1,2,0.0
350,DE_Battery,2030,10,3,4,0.0
351,DE_Battery,2030,10,5,6,0.0
352,DE_Battery,2030,10,7,8,0.0
353,DE_Battery,2030,10,9,10,0.0
354,DE_Battery,2030,10,11,12,0.0
355,DE_Battery,2030,10,13,14,0.0
356,DE_Battery,2030,10,15,16,0.0
357,DE_Battery,2030,10,17,18,0.0
358,DE_Battery,2030,10,19,20,0.0
359,DE_Battery,2030,10,21,22,0.0
360,DE_Battery,2030,10,23,24,0.0
361,FR_Battery,2030,1,1,2,0.0
362,FR_Battery,2030,1,3,4,0.0
363,FR_Battery,2030,1,5,6,0.0
364,FR_Battery,2030,1,7,8,0.0
365,FR_Battery,2030,1,9,10,0.0
366,FR_Battery,2030,1,11,12,0.0
367,FR_Battery,2030,1,13,14,0.0
368,FR_Battery,2030,1,15,16,0.0
369,FR_Battery,2030,1,17,18,0.0
370,FR_Battery,2030,1,19,20,0.0
371,FR_Battery,2030,1,21,22,0.0
372,FR_Battery,2030,1,23,24,0.0
373,FR_Battery,2030,2,1,2,0.0
374,FR_Battery,2030,2,3,4,0.0
375,FR_Battery,2030,2,5,6,0.0
376,FR_Battery,2030,2,7,8,0.0
377,FR_Battery,2030,2,9,10,0.0
378,FR_Battery,2030,2,11,12,0.0
379,FR_Battery,2030,2,13,14,0.0
380,FR_Battery,2030,2,15,16,0.0
381,FR_Battery,2030,2,17,18,0.0
382,FR_Battery,2030,2,19,20,0.0
383,FR_Battery,2030,2,21,22,0.0
384,FR_Battery,2030,2,23,24,0.0
385,FR_Battery,2030,3,1,2,0.0
386,FR_Battery,2030,3,3,4,0.0
387,FR_Battery,2030,3,5,6,0.0
388,FR_Battery,2030,3,7,8,0.0
389,FR_Battery,2030,3,9,10,0.0
390,FR_Battery,2030,3,11,12,0.0
391,FR_Battery,2030,3,13,14,0.0
392,FR_Battery,2030,3,15,16,0.0
393,FR_Battery,2030,3,17,18,0.0
394,FR_Battery,2030,3,19,20,-0.9337999999999999
395,FR_Battery,2030,3,21,22,0.0
396,FR_Battery,2030,3,23,24,0.0
397,FR_Battery,2030,4,1,2,0.0
398,FR_Battery,2030,4,3,4,0.0
399,FR_Battery,2030,4,5,6,0.0
400,FR_Battery,2030,4,7,8,0.0
401,FR_Battery,2030,4,9,10,0.0
402,FR_Battery,2030,4,11,12,0.0
403,FR_Battery,2030,4,13,14,0.0
404,FR_Battery,2030,4,15,16,0.0
405,FR_Battery,2030,4,17,18,0.0
406,FR_Battery,2030,4,19,20,0.0
407,FR_Battery,2030,4,21,22,0.0
408,FR_Battery,2030,4,23,24,0.0
409,FR_Battery,2030,5,1,2,0.0
410,FR_Battery,2030,5,3,4,0.0
411,FR_Battery,2030,5,5,6,0.0
412,FR_Battery,2030,5,7,8,0.0
413,FR_Battery,2030,5,9,10,0.0
414,FR_Battery,2030,5,11,12,0.0
415,FR_Battery,2030,5,13,14,0.0
416,FR_Battery,2030,5,15,16,0.0
417,FR_Battery,2030,5,17,18,0.0
418,FR_Battery,2030,5,19,20,0.0
419,FR_Battery,2030,5,21,22,0.0
420,FR_Battery,2030,5,23,24,0.0
421,FR_Battery,2030,6,1,2,0.0
422,FR_Battery,2030,6,3,4,0.0
423,FR_Battery,2030,6,5,6,0.0
424,FR_Battery,2030,6,7,8,0.0
425,FR_Battery,2030,6,9,10,0.0
426,FR_Battery,2030,6,11,12,0.0
427,FR_Battery,2030,6,13,14,0.0
428,FR_Battery,2030,6,15,16,0.0
429,FR_Battery,2030,6,17,18,0.0
430,FR_Battery,2030,6,19,20,0.0
431,FR_Battery,2030,6,21,22,0.0
432,FR_Battery,2030,6,23,24,0.0
433,FR_Battery,2030,7,1,2,0.0
434,FR_Battery,2030,7,3,4,0.0
435,FR_Battery,2030,7,5,6,0.0
436,FR_Battery,2030,7,7,8,0.0
437,FR_Battery,2030,7,9,10,0.0
438,FR_Battery,2030,7,11,12,0.0
439,FR_Battery,2030,7,13,14,0.0
440,FR_Battery,2030,7,15,16,-1.3319999999999994
441,FR_Battery,2030,7,17,18,0.0
442,FR_Battery,2030,7,19,20,0.0
443,FR_Battery,2030,7,21,22,0.0
444,FR_Battery,2030,7,23,24,0.0
445,FR_Battery,2030,8,1,2,0.0
446,FR_Battery,2030,8,3,4,0.0
447,FR_Battery,2030,8,5,6,0.0
448,FR_Battery,2030,8,7,8,0.0
449,FR_Battery,2030,8,9,10,0.0
450,FR_Battery,2030,8,11,12,0.0
451,FR_Battery,2030,8,13,14,0.0
452,FR_Battery,2030,8,15,16,0.0
453,FR_Battery,2030,8,17,18,0.0
454,FR_Battery,2030,8,19,20,0.0
455,FR_Battery,2030,8,21,22,0.0
456,FR_Battery,2030,8,23,24,0.0
457,FR_Battery,2030,9,1,2,0.0
458,FR_Battery,2030,9,3,4,0.0
459,FR_Battery,2030,9,5,6,0.0
460,FR_Battery,2030,9,7,8,0.0
461,FR_Battery,2030,9,9,10,0.0
462,FR_Battery,2030,9,11,12,0.0
463,FR_Battery,2030,9,13,14,0.0
464,FR_Battery,2030,9,15,16,0.0
465,FR_Battery,2030,9,17,18,0.0
466,FR_Battery,2030,9,19,20,0.0
467,FR_Battery,2030,9,21,22,0.0
468,FR_Battery,2030,9,23,24,0.0
469,FR_Battery,2030,10,1,2,0.0
470,FR_Battery,2030,10,3,4,0.0
471,FR_Battery,2030,10,5,6,0.0
472,FR_Battery,2030,10,7,8,0.0
473,FR_Battery,2030,10,9,10,0.0
474,FR_Battery,2030,10,11,12,0.0
475,FR_Battery,2030,10,13,14,0.0
476,FR_Battery,2030,10,15,16,0.0
477,FR_Battery,2030,10,17,18,0.0
478,FR_Battery,2030,10,19,20,0.0
479,FR_Battery,2030,10,21,22,0.0
480,FR_Battery,2030,10,23,24,0.0
481,LU_Battery,2030,1,1,2,0.0
482,LU_Battery,2030,1,3,4,0.0
483,LU_Battery,2030,1,5,6,0.0
484,LU_Battery,2030,1,7,8,0.0
485,LU_Battery,2030,1,9,10,0.0
486,LU_Battery,2030,1,11,12,0.0
487,LU_Battery,2030,1,13,14,0.0
488,LU_Battery,2030,1,15,16,0.0
489,LU_Battery,2030,1,17,18,0.0
490,LU_Battery,2030,1,19,20,0.0
491,LU_Battery,2030,1,21,22,0.0
492,LU_Battery,2030,1,23,24,0.0
493,LU_Battery,2030,2,1,2,0.0
494,LU_Battery,2030,2,3,4,0.0
495,LU_Battery,2030,2,5,6,0.0
496,LU_Battery,2030,2,7,8,0.0
497,LU_Battery,2030,2,9,10,0.0
498,LU_Battery,2030,2,11,12,0.0
499,LU_Battery,2030,2,13,14,0.0
500,LU_Battery,2030,2,15,16,0.0
501,LU_Battery,2030,2,17,18,0.0
502,LU_Battery,2030,2,19,20,0.0
503,LU_Battery,2030,2,21,22,0.0
504,LU_Battery,2030,2,23,24,0.0
505,LU_Battery,2030,3,1,2,0.0
506,LU_Battery,2030,3,3,4,0.0
507,LU_Battery,2030,3,5,6,0.0
508,LU_Battery,2030,3,7,8,0.0
509,LU_Battery,2030,3,9,10,0.0
510,LU_Battery,2030,3,11,12,0.0
511,LU_Battery,2030,3,13,14,0.0
512,LU_Battery,2030,3,15,16,0.0
513,LU_Battery,2030,3,17,18,0.0
514,LU_Battery,2030,3,19,20,0.0
515,LU_Battery,2030,3,21,22,0.0
516,LU_Battery,2030,3,23,24,0.0
517,LU_Battery,2030,4,1,2,0.0
518,LU_Battery,2030,4,3,4,0.0
519,LU_Battery,2030,4,5,6,0.0
520,LU_Battery,2030,4,7,8,0.0
521,LU_Battery,2030,4,9,10,0.0
522,LU_Battery,2030,4,11,12,0.0
523,LU_Battery,2030,4,13,14,0.0
524,LU_Battery,2030,4,15,16,0.0
525,LU_Battery,2030,4,17,18,0.0
526,LU_Battery,2030,4,19,20,0.0
527,LU_Battery,2030,4,21,22,0.0
528,LU_Battery,2030,4,23,24,0.0
529,LU_Battery,2030,5,1,2,0.0
530,LU_Battery,2030,5,3,4,0.0
531,LU_Battery,2030,5,5,6,0.0
532,LU_Battery,2030,5,7,8,0.0
533,LU_Battery,2030,5,9,10,0.0
534,LU_Battery,2030,5,11,12,0.0
535,LU_Battery,2030,5,13,14,0.0
536,LU_Battery,2030,5,15,16,0.0
537,LU_Battery,2030,5,17,18,0.0
538,LU_Battery,2030,5,19,20,0.0
539,LU_Battery,2030,5,21,22,0.0
540,LU_Battery,2030,5,23,24,0.0
541,LU_Battery,2030,6,1,2,0.0
542,LU_Battery,2030,6,3,4,0.0
543,LU_Battery,2030,6,5,6,0.0
544,LU_Battery,2030,6,7,8,0.0
545,LU_Battery,2030,6,9,10,0.0
546,LU_Battery,2030,6,11,12,0.0
547,LU_Battery,2030,6,13,14,0.0
548,LU_Battery,2030,6,15,16,0.0
549,LU_Battery,2030,6,17,18,0.0
550,LU_Battery,2030,6,19,20,0.0
551,LU_Battery,2030,6,21,22,0.0
552,LU_Battery,2030,6,23,24,0.0
553,LU_Battery,2030,7,1,2,0.0
554,LU_Battery,2030,7,3,4,0.0
555,LU_Battery,2030,7,5,6,0.0
556,LU_Battery,2030,7,7,8,0.0
557,LU_Battery,2030,7,9,10,0.0
558,LU_Battery,2030,7,11,12,0.0
559,LU_Battery,2030,7,13,14,0.0
560,LU_Battery,2030,7,15,16,0.0
561,LU_Battery,2030,7,17,18,0.0
562,LU_Battery,2030,7,19,20,0.0
563,LU_Battery,2030,7,21,22,0.0
564,LU_Battery,2030,7,23,24,0.0
565,LU_Battery,2030,8,1,2,0.0
566,LU_Battery,2030,8,3,4,0.0
567,LU_Battery,2030,8,5,6,0.0
568,LU_Battery,2030,8,7,8,0.0
569,LU_Battery,2030,8,9,10,0.0
570,LU_Battery,2030,8,11,12,0.0
571,LU_Battery,2030,8,13,14,0.0
572,LU_Battery,2030,8,15,16,0.0
573,LU_Battery,2030,8,17,18,0.0
574,LU_Battery,2030,8,19,20,0.0
575,LU_Battery,2030,8,21,22,0.0
576,LU_Battery,2030,8,23,24,0.0
577,LU_Battery,2030,9,1,2,0.0
578,LU_Battery,2030,9,3,4,0.0
579,LU_Battery,2030,9,5,6,0.0
580,LU_Battery,2030,9,7,8,0.0
581,LU_Battery,2030,9,9,10,0.0
582,LU_Battery,2030,9,11,12,0.0
583,LU_Battery,2030,9,13,14,0.0
584,LU_Battery,2030,9,15,16,0.0
585,LU_Battery,2030,9,17,18,0.0
586,LU_Battery,2030,9,19,20,0.0
587,LU_Battery,2030,9,21,22,0.0
588,LU_Battery,2030,9,23,24,0.0
589,LU_Battery,2030,10,1,2,0.0
590,LU_Battery,2030,10,3,4,0.0
591,LU_Battery,2030,10,5,6,0.0
592,LU_Battery,2030,10,7,8,0.0
593,LU_Battery,2030,10,9,10,0.0
594,LU_Battery,2030,10,11,12,0.0
595,LU_Battery,2030,10,13,14,0.0
596,LU_Battery,2030,10,15,16,0.0
597,LU_Battery,2030,10,17,18,0.0
598,LU_Battery,2030,10,19,20,0.0
599,LU_Battery,2030,10,21,22,0.0
600,LU_Battery,2030,10,23,24,0.0
601,NL_Battery,2030,1,1,2,0.0
602,NL_Battery,2030,1,3,4,0.0
603,NL_Battery,2030,1,5,6,0.0
604,NL_Battery,2030,1,7,8,0.0
605,NL_Battery,2030,1,9,10,0.0
606,NL_Battery,2030,1,11,12,0.0
607,NL_Battery,2030,1,13,14,0.0
608,NL_Battery,2030,1,15,16,0.0
609,NL_Battery,2030,1,17,18,0.0
610,NL_Battery,2030,1,19,20,0.0
611,NL_Battery,2030,1,21,22,0.0
612,NL_Battery,2030,1,23,24,0.0
613,NL_Battery,2030,2,1,2,0.0
614,NL_Battery,2030,2,3,4,0.0
615,NL_Battery,2030,2,5,6,0.0
616,NL_Battery,2030,2,7,8,0.0
617,NL_Battery,2030,2,9,10,0.0
618,NL_Battery,2030,2,11,12,0.0
619,NL_Battery,2030,2,13,14,0.0
620,NL_Battery,2030,2,15,16,-1.5147
621,NL_Battery,2030,2,17,18,0.0
622,NL_Battery,2030,2,19,20,0.0
623,NL_Battery,2030,2,21,22,0.0
624,NL_Battery,2030,2,23,24,0.0
625,NL_Battery,2030,3,1,2,0.0
626,NL_Battery,2030,3,3,4,0.0
627,NL_Battery,2030,3,5,6,0.0
628,NL_Battery,2030,3,7,8,0.0
629,NL_Battery,2030,3,9,10,0.0
630,NL_Battery,2030,3,11,12,0.0
631,NL_Battery,2030,3,13,14,0.0
