id,from_asset,to_asset,year,rep_period,time_block_start,time_block_end,var_flow_id,dual_max_transport_flow_limit_simple_method,dual_min_transport_flow_limit_simple_method
1,NL_Balance,UK_Balance,2030,1,1,2,673,0.0,0.8533000000000002
2,NL_Balance,UK_Balance,2030,1,3,4,674,0.0,0.8533000000000002
3,NL_Balance,UK_Balance,2030,1,5,6,675,0.0,3.286
4,NL_Balance,UK_Balance,2030,1,7,8,676,0.0,3.286
5,NL_Balance,UK_Balance,2030,1,9,10,677,0.0,0.0
6,NL_Balance,UK_Balance,2030,1,11,12,678,0.0,0.0
7,NL_Balance,UK_Balance,2030,1,13,14,679,0.0,0.0
8,NL_Balance,UK_Balance,2030,1,15,16,680,0.0,2.841899999999997
9,NL_Balance,UK_Balance,2030,1,17,18,681,0.0,3.286
10,NL_Balance,UK_Balance,2030,1,19,20,682,0.0,0.0
11,NL_Balance,UK_Balance,2030,1,21,22,683,0.0,1.7066000000000001
12,NL_Balance,UK_Balance,2030,1,23,24,684,0.0,0.0
13,NL_Balance,BE_Balance,2030,1,1,2,685,0.0,0.0
14,NL_Balance,BE_Balance,2030,1,3,4,686,0.0,0.0
15,NL_Balance,BE_Balance,2030,1,5,6,687,0.0,0.0
16,NL_Balance,BE_Balance,2030,1,7,8,688,0.0,0.0
17,NL_Balance,BE_Balance,2030,1,9,10,689,0.0,0.0
18,NL_Balance,BE_Balance,2030,1,11,12,690,0.0,0.0
19,NL_Balance,BE_Balance,2030,1,13,14,691,0.0,-0.0
20,NL_Balance,BE_Balance,2030,1,15,16,692,0.0,0.0
21,NL_Balance,BE_Balance,2030,1,17,18,693,0.0,0.0
22,NL_Balance,BE_Balance,2030,1,19,20,694,0.0,-0.0
23,NL_Balance,BE_Balance,2030,1,21,22,695,0.0,0.0
24,NL_Balance,BE_Balance,2030,1,23,24,696,0.0,0.0
25,NL_Balance,DE_Balance,2030,1,1,2,697,0.0,-0.0
26,NL_Balance,DE_Balance,2030,1,3,4,698,0.0,0.0
27,NL_Balance,DE_Balance,2030,1,5,6,699,0.0,-0.0
28,NL_Balance,DE_Balance,2030,1,7,8,700,0.0,0.0
29,NL_Balance,DE_Balance,2030,1,9,10,701,0.0,-0.0
30,NL_Balance,DE_Balance,2030,1,11,12,702,0.0,0.0
31,NL_Balance,DE_Balance,2030,1,13,14,703,0.0,-0.0
32,NL_Balance,DE_Balance,2030,1,15,16,704,0.0,0.0
33,NL_Balance,DE_Balance,2030,1,17,18,705,0.0,-0.0
34,NL_Balance,DE_Balance,2030,1,19,20,706,0.0,-0.0
35,NL_Balance,DE_Balance,2030,1,21,22,707,0.0,0.0
36,NL_Balance,DE_Balance,2030,1,23,24,708,0.0,-0.0
37,BE_Balance,UK_Balance,2030,1,1,2,709,0.0,0.8533000000000002
38,BE_Balance,UK_Balance,2030,1,3,4,710,0.0,0.8533000000000002
39,BE_Balance,UK_Balance,2030,1,5,6,711,0.0,3.286
40,BE_Balance,UK_Balance,2030,1,7,8,712,0.0,3.286
41,BE_Balance,UK_Balance,2030,1,9,10,713,0.0,-0.0
42,BE_Balance,UK_Balance,2030,1,11,12,714,0.0,-0.0
43,BE_Balance,UK_Balance,2030,1,13,14,715,0.0,0.0
44,BE_Balance,UK_Balance,2030,1,15,16,716,0.0,2.841899999999997
45,BE_Balance,UK_Balance,2030,1,17,18,717,0.0,3.286
46,BE_Balance,UK_Balance,2030,1,19,20,718,0.0,-0.0
47,BE_Balance,UK_Balance,2030,1,21,22,719,0.0,1.7066000000000001
48,BE_Balance,UK_Balance,2030,1,23,24,720,0.0,-0.0
49,BE_Balance,LU_Balance,2030,1,1,2,721,0.0,0.0
50,BE_Balance,LU_Balance,2030,1,3,4,722,0.0,0.0
51,BE_Balance,LU_Balance,2030,1,5,6,723,0.0,0.0
52,BE_Balance,LU_Balance,2030,1,7,8,724,0.0,0.0
53,BE_Balance,LU_Balance,2030,1,9,10,725,0.0,0.0
54,BE_Balance,LU_Balance,2030,1,11,12,726,0.0,0.0
55,BE_Balance,LU_Balance,2030,1,13,14,727,0.0,0.0
56,BE_Balance,LU_Balance,2030,1,15,16,728,0.0,0.0
57,BE_Balance,LU_Balance,2030,1,17,18,729,0.0,0.0
58,BE_Balance,LU_Balance,2030,1,19,20,730,0.0,-0.0
59,BE_Balance,LU_Balance,2030,1,21,22,731,0.0,0.0
60,BE_Balance,LU_Balance,2030,1,23,24,732,0.0,0.0
61,BE_Balance,FR_Balance,2030,1,1,2,733,0.0,0.0
62,BE_Balance,FR_Balance,2030,1,3,4,734,0.0,-0.0
63,BE_Balance,FR_Balance,2030,1,5,6,735,0.0,-0.0
64,BE_Balance,FR_Balance,2030,1,7,8,736,0.0,0.0
65,BE_Balance,FR_Balance,2030,1,9,10,737,0.0,0.0
66,BE_Balance,FR_Balance,2030,1,11,12,738,0.0,0.0
67,BE_Balance,FR_Balance,2030,1,13,14,739,0.0,0.0
68,BE_Balance,FR_Balance,2030,1,15,16,740,0.0,0.0
69,BE_Balance,FR_Balance,2030,1,17,18,741,0.0,0.0
70,BE_Balance,FR_Balance,2030,1,19,20,742,0.0,0.0
71,BE_Balance,FR_Balance,2030,1,21,22,743,-3.4873999999999996,0.0
72,BE_Balance,FR_Balance,2030,1,23,24,744,-3.286,0.0
73,BE_Balance,DE_Balance,2030,1,1,2,745,0.0,0.0
74,BE_Balance,DE_Balance,2030,1,3,4,746,0.0,-0.0
75,BE_Balance,DE_Balance,2030,1,5,6,747,0.0,-0.0
76,BE_Balance,DE_Balance,2030,1,7,8,748,0.0,-0.0
